customer_id,acount_id,acount_type,balance,credit_limit
C102511,A202511,Savings,58989.21,0
C102512,A202512,Savings,99251.65,50000
C102513,A202513,Salary,104707.83,0
C102514,A202514,Savings,148135.87,0
C102515,A202515,Current,65091.35,144263.46
C102516,A202516,Savings,58483.31,0
C102517,A202517,Savings,118360.35,0
C102518,A202518,Current,64015.21,203132.89
C102519,A202519,Savings,106406.15,0
C102520,A202520,Salary,122184.9,0
C102521,A202521,Premium,66536.56,193219.27
C102522,A202522,Savings,142106.1,50000
C102523,A202523,Salary,183288.62,50000
C102524,A202524,Savings,61088.84,0
C102525,A202525,Salary,26477.31,0
C102526,A202526,Savings,158924.78,50000
C102527,A202527,Salary,87965.12,0
C102528,A202528,Savings,168468.38,0
C102529,A202529,Salary,91259.52,0
C102530,A202530,Salary,152550.77,0
C102531,A202531,Savings,110984.57,50000
C102532,A202532,Savings,127123.22,0
C102533,A202533,Salary,62590.76,0
C102534,A202534,Savings,80584.07,0
C102535,A202535,Premium,123917.79,183924.07
C102536,A202536,Premium,207117.89,111755.03
C102537,A202537,Salary,161931.49,0
C102538,A202538,Current,153240.49,247751.67
C102539,A202539,Savings,206484.27,0
C102540,A202540,Salary,139156.2,0
C102541,A202541,Savings,142899.16,50000
C102542,A202542,Savings,140723.71,0
C102543,A202543,Savings,222055.8,50000
C102544,A202544,Premium,214456.51,429757.74
C102545,A202545,Savings,154170.68,50000
C102546,A202546,Salary,117459.82,0
C102547,A202547,Savings,345353.82,0
C102548,A202548,Savings,219653.92,50000
C102549,A202549,Salary,28625.23,50000
C102550,A202550,Savings,406478.52,0
C102551,A202551,Savings,301194.48,0
C102552,A202552,Salary,89585.87,0
C102553,A202553,Savings,88297.09,0
C102554,A202554,Savings,116785.23,50000
C102555,A202555,Savings,196923.74,0
C102556,A202556,Current,87796.73,288397.33
C102557,A202557,Salary,127917.23,0
C102558,A202558,Savings,40592.49,0
C102559,A202559,Savings,224495.62,0
C102560,A202560,Savings,308711.91,0
C102561,A202561,Savings,108194,0
C102562,A202562,Current,43554.42,473393.66
C102563,A202563,Savings,383611.61,0
C102564,A202564,Salary,141650.15,0
C102565,A202565,Premium,173838.03,62619.35
C102566,A202566,Salary,160369.2,0
C102567,A202567,Savings,255811.94,0
C102568,A202568,Current,107526.99,64225.17
C102569,A202569,Salary,149194.74,0
C102570,A202570,Savings,157632.98,50000
C102571,A202571,Salary,125869.68,50000
C102572,A202572,Salary,116021.84,50000
C102573,A202573,Savings,186623.75,50000
C102574,A202574,Savings,207203.05,0
C102575,A202575,Savings,187831.42,50000
C102576,A202576,Savings,56202.86,0
C102577,A202577,Salary,178458.37,50000
C102578,A202578,Premium,237620.4,391013.33
C102579,A202579,Premium,76314.25,410619.78
C102580,A202580,Savings,116985.32,0
C102581,A202581,Premium,104901.34,355450.99
C102582,A202582,Salary,159148.32,0
C102583,A202583,Salary,246364.71,0
C102584,A202584,Premium,340315.25,154844.74
C102585,A202585,Savings,96877.71,0
C102586,A202586,Savings,104007.49,0
C102587,A202587,Savings,218550.58,50000
C102588,A202588,Savings,185933.44,0
C102589,A202589,Current,197468.85,233370.49
C102590,A202590,Savings,20263.49,0
C102591,A202591,Savings,167315.47,0
C102592,A202592,Savings,88395.2,0
C102593,A202593,Premium,308366.09,233497.38
C102594,A202594,Savings,184009.3,0
C102595,A202595,Savings,159931.28,0
C102596,A202596,Savings,116252.2,0
C102597,A202597,Savings,188267.49,0
C102598,A202598,Salary,76920.05,0
C102599,A202599,Current,131115.57,191108.9
C102600,A202600,Savings,464326.17,0
C102601,A202601,Salary,304766.81,0
C102602,A202602,Savings,48446.17,0
C102603,A202603,Salary,198218.28,0
C102604,A202604,Salary,205492.92,0
C102605,A202605,Salary,75933.47,0
C102606,A202606,Savings,145491.42,0
C102607,A202607,Savings,77629.06,0
C102608,A202608,Savings,133003.83,0
C102609,A202609,Savings,136195.73,0
C102610,A202610,Savings,203572.63,0
C102611,A202611,Savings,143241.13,0
C102612,A202612,Savings,162739,50000
C102613,A202613,Savings,34503.08,0
C102614,A202614,Premium,214577.72,279148.42
C102615,A202615,Salary,85882.85,50000
C102616,A202616,Savings,13576.01,50000
C102617,A202617,Salary,75856.07,50000
C102618,A202618,Premium,133707.95,509870.99
C102619,A202619,Savings,359546.27,0
C102620,A202620,Savings,110977.53,0
C102621,A202621,Savings,345723.78,0
C102622,A202622,Salary,245116.09,0
C102623,A202623,Savings,65728.49,0
C102624,A202624,Salary,79491.06,0
C102625,A202625,Salary,93837.41,0
C102626,A202626,Salary,624578.46,0
C102627,A202627,Savings,276120.52,0
C102628,A202628,Savings,182861.41,50000
C102629,A202629,Savings,43900.67,0
C102630,A202630,Savings,35771.28,0
C102631,A202631,Current,239852.15,151411.44
C102632,A202632,Salary,28885.42,0
C102633,A202633,Salary,173461.36,50000
C102634,A202634,Savings,76657.79,0
C102635,A202635,Savings,222732.75,0
C102636,A202636,Salary,108596.18,0
C102637,A202637,Premium,121407.37,135352.46
C102638,A202638,Savings,183943.88,0
C102639,A202639,Salary,137923.38,50000
C102640,A202640,Savings,84411.59,0
C102641,A202641,Savings,253708.48,0
C102642,A202642,Current,53909.05,60542.88
C102643,A202643,Salary,1000,50000
C102644,A202644,Savings,166143.56,0
C102645,A202645,Salary,97638.8,0
C102646,A202646,Current,107810.19,137862.58
C102647,A202647,Current,25893.45,164640.4
C102648,A202648,Current,200787.3,103246.28
C102649,A202649,Savings,120879.33,0
C102650,A202650,Savings,192736.14,0
C102651,A202651,Current,106813.32,79681.8
C102652,A202652,Current,200221.67,217025.09
C102653,A202653,Savings,193894.43,50000
C102654,A202654,Savings,187818.09,0
C102655,A202655,Salary,203691.05,50000
C102656,A202656,Current,222483.7,267562.76
C102657,A202657,Current,96406.82,109690.11
C102658,A202658,Salary,18094.88,0
C102659,A202659,Savings,212363.88,50000
C102660,A202660,Savings,114509.12,0
C102661,A202661,Savings,124274.4,0
C102662,A202662,Current,103457.02,115982.44
C102663,A202663,Current,111526.52,200377.3
C102664,A202664,Savings,21759.07,50000
C102665,A202665,Savings,228083.1,0
C102666,A202666,Savings,128606.89,50000
C102667,A202667,Current,170359.32,247976.1
C102668,A202668,Savings,120395.6,0
C102669,A202669,Savings,92651.41,0
C102670,A202670,Salary,77682.19,0
C102671,A202671,Savings,242685.26,0
C102672,A202672,Savings,115011.42,0
C102673,A202673,Premium,82886.1,118210.78
C102674,A202674,Salary,135318.58,50000
C102675,A202675,Savings,148929.46,50000
C102676,A202676,Current,223734.73,142991.94
C102677,A202677,Salary,256246.13,0
C102678,A202678,Premium,119983.44,165271.53
C102679,A202679,Current,71222.67,70976.99
C102680,A202680,Current,167753.93,283322.99
C102681,A202681,Salary,96016.15,0
C102682,A202682,Savings,209135.92,0
C102683,A202683,Current,107284.83,217984.73
C102684,A202684,Savings,158481.93,50000
C102685,A202685,Premium,148660.23,101150.63
C102686,A202686,Premium,122346.22,397417.72
C102687,A202687,Savings,333461.91,0
C102688,A202688,Savings,142699.7,50000
C102689,A202689,Savings,114016.52,0
C102690,A202690,Savings,125914.55,0
C102691,A202691,Savings,267145.27,0
C102692,A202692,Current,387872.63,463781.85
C102693,A202693,Current,208883.55,262201.33
C102694,A202694,Salary,62302.25,0
C102695,A202695,Savings,185966.8,0
C102696,A202696,Current,126206.13,328250.55
C102697,A202697,Premium,65005.19,247767.35
C102698,A202698,Savings,168610.14,0
C102699,A202699,Savings,218219.35,50000
C102700,A202700,Savings,388865.99,0
C102701,A202701,Savings,166457.07,0
C102702,A202702,Salary,135017.61,50000
C102703,A202703,Savings,61128.62,50000
C102704,A202704,Salary,165455.76,0
C102705,A202705,Salary,160970.81,0
C102706,A202706,Savings,117950.22,0
C102707,A202707,Savings,156968.57,0
C102708,A202708,Current,210164.78,90977.96
C102709,A202709,Salary,221808.36,0
C102710,A202710,Savings,150926.77,0
C102711,A202711,Premium,126241.71,99728.24
C102712,A202712,Current,82114.27,122684.42
C102713,A202713,Savings,95479.37,0
C102714,A202714,Current,109888.42,101134.82
C102715,A202715,Savings,70402.24,0
C102716,A202716,Savings,92021.42,0
C102717,A202717,Current,11604.76,96935.64
C102718,A202718,Savings,192099.95,0
C102719,A202719,Savings,167966.43,50000
C102720,A202720,Savings,183983.31,0
C102721,A202721,Savings,153534.38,0
C102722,A202722,Savings,343979.04,0
C102723,A202723,Salary,119956.42,50000
C102724,A202724,Savings,135123.04,50000
C102725,A202725,Savings,174868.31,50000
C102726,A202726,Savings,277966.33,50000
C102727,A202727,Savings,127079.47,0
C102728,A202728,Savings,225129.01,0
C102729,A202729,Salary,195100.65,0
C102730,A202730,Salary,119939.46,0
C102731,A202731,Premium,182764.5,134081.29
C102732,A202732,Savings,312416.43,0
C102733,A202733,Salary,186202.03,0
C102734,A202734,Salary,86104.73,0
C102735,A202735,Current,97182.75,90943.45
C102736,A202736,Savings,159107.6,50000
C102737,A202737,Savings,155012.68,0
C102738,A202738,Salary,123857.13,0
C102739,A202739,Salary,349329.71,0
C102740,A202740,Salary,220409.76,0
C102741,A202741,Savings,170761.34,0
C102742,A202742,Savings,332483.12,0
C102743,A202743,Premium,140334.69,263760.52
C102744,A202744,Savings,247090.15,0
C102745,A202745,Salary,165658.91,0
C102746,A202746,Savings,456614.33,50000
C102747,A202747,Salary,79737.11,0
C102748,A202748,Savings,204739.79,0
C102749,A202749,Savings,124991.86,0
C102750,A202750,Savings,127284.22,0
C102751,A202751,Current,116518.91,279090.99
C102752,A202752,Savings,118049.46,0
C102753,A202753,Salary,274692.33,50000
C102754,A202754,Savings,445818.67,50000
C102755,A202755,Premium,162481.78,394672.2
C102756,A202756,Savings,158253.46,0
C102757,A202757,Savings,229878.22,0
C102758,A202758,Premium,150565.44,389554.04
C102759,A202759,Salary,83868.57,0
C102760,A202760,Salary,79745.15,50000
C102761,A202761,Savings,111447.45,0
C102762,A202762,Premium,144548.72,164561.61
C102763,A202763,Salary,205518.31,0
C102764,A202764,Salary,214319.14,0
C102765,A202765,Premium,269693.8,463969.28
C102766,A202766,Current,205722.09,727255.89
C102767,A202767,Savings,90618.62,0
C102768,A202768,Savings,138655.16,0
C102769,A202769,Salary,153421.29,50000
C102770,A202770,Salary,48903.39,0
C102771,A202771,Current,90080.04,52698.73
C102772,A202772,Savings,131605.29,0
C102773,A202773,Salary,168761.19,0
C102774,A202774,Current,159327.39,245816.24
C102775,A202775,Savings,92220.48,0
C102776,A202776,Savings,51217.42,0
C102777,A202777,Premium,140378.77,274001.89
C102778,A202778,Savings,174600.06,50000
C102779,A202779,Savings,188137.99,50000
C102780,A202780,Savings,84394.67,0
C102781,A202781,Savings,57067.42,50000
C102782,A202782,Savings,146939.22,0
C102783,A202783,Salary,464491.82,50000
C102784,A202784,Savings,180932.43,0
C102785,A202785,Salary,147000.36,0
C102786,A202786,Savings,116993.57,0
C102787,A202787,Premium,94596.97,115009.44
C102788,A202788,Savings,207386.07,0
C102789,A202789,Current,152705.77,310753.71
C102790,A202790,Savings,43984.75,0
C102791,A202791,Savings,60999.56,50000
C102792,A202792,Savings,181738.36,0
C102793,A202793,Current,127780.58,159863.82
C102794,A202794,Savings,218772.41,0
C102795,A202795,Salary,112249.42,0
C102796,A202796,Savings,109681.55,0
C102797,A202797,Savings,222503.96,0
C102798,A202798,Savings,125732.74,0
C102799,A202799,Current,239236.33,181987.21
C102800,A202800,Savings,70121.52,50000
C102801,A202801,Savings,116389.08,0
C102802,A202802,Salary,218652.04,0
C102803,A202803,Savings,74130.86,50000
C102804,A202804,Salary,136883.79,50000
C102805,A202805,Savings,202429.87,0
C102806,A202806,Current,76354.58,184914.03
C102807,A202807,Premium,173427.43,91390.71
C102808,A202808,Savings,1000,0
C102809,A202809,Savings,132453.49,0
C102810,A202810,Salary,118708.95,0
C102811,A202811,Current,146406.46,99284.3
C102812,A202812,Savings,271467.31,50000
C102813,A202813,Current,301066.92,205567.44
C102814,A202814,Savings,85159.04,0
C102815,A202815,Salary,54119.63,0
C102816,A202816,Salary,485549.84,50000
C102817,A202817,Current,122299.03,212224.03
C102818,A202818,Premium,159857.29,175524.95
C102819,A202819,Current,61568.12,232426.93
C102820,A202820,Current,83274.85,155273.24
C102821,A202821,Premium,19868.28,228540.05
C102822,A202822,Savings,158883.73,0
C102823,A202823,Savings,159267.78,50000
C102824,A202824,Savings,129260.25,0
C102825,A202825,Premium,116391.5,179199.22
C102826,A202826,Salary,131221.65,0
C102827,A202827,Savings,115530,0
C102828,A202828,Savings,190779.89,0
C102829,A202829,Savings,372602.76,50000
C102830,A202830,Savings,302195.79,0
C102831,A202831,Premium,109191.95,305358.15
C102832,A202832,Salary,114530.21,50000
C102833,A202833,Premium,159606.68,159056.52
C102834,A202834,Savings,59925.47,0
C102835,A202835,Current,176882.16,261669.53
C102836,A202836,Savings,1000,50000
C102837,A202837,Salary,160038.46,0
C102838,A202838,Premium,169033.98,162508.66
C102839,A202839,Premium,139224.3,431808.44
C102840,A202840,Current,146829.35,52690.94
C102841,A202841,Savings,199791.21,50000
C102842,A202842,Current,131097.29,380228.38
C102843,A202843,Savings,153213.7,0
C102844,A202844,Savings,191121.59,0
C102845,A202845,Savings,154427.69,50000
C102846,A202846,Savings,105587.72,0
C102847,A202847,Current,144014.85,224799.02
C102848,A202848,Savings,150516.74,0
C102849,A202849,Savings,104257.3,0
C102850,A202850,Savings,184176.76,0
C102851,A202851,Current,100601.63,205419.77
C102852,A202852,Salary,110636.01,0
C102853,A202853,Savings,157618.33,50000
C102854,A202854,Salary,294889.66,50000
C102855,A202855,Current,1000,109344.47
C102856,A202856,Savings,208872.52,50000
C102857,A202857,Current,168423.57,186443.04
C102858,A202858,Current,175024.99,347586.76
C102859,A202859,Savings,219706.05,0
C102860,A202860,Salary,85376.24,0
C102861,A202861,Current,139420.14,99091.68
C102862,A202862,Savings,275998.41,0
C102863,A202863,Salary,46057.85,0
C102864,A202864,Salary,191207.92,50000
C102865,A202865,Savings,158498.3,0
C102866,A202866,Salary,161389.87,0
C102867,A202867,Savings,65591.12,50000
C102868,A202868,Savings,158703.01,50000
C102869,A202869,Salary,377400.57,0
C102870,A202870,Current,5359.13,253206.58
C102871,A202871,Savings,175082.34,0
C102872,A202872,Salary,186979.61,0
C102873,A202873,Salary,161843.82,0
C102874,A202874,Salary,167526.85,0
C102875,A202875,Savings,59862.07,0
C102876,A202876,Salary,120157.05,50000
C102877,A202877,Salary,236323.94,50000
C102878,A202878,Premium,424409.37,505620.97
C102879,A202879,Premium,329350.52,330232
C102880,A202880,Savings,211480.38,0
C102881,A202881,Savings,296770.41,50000
C102882,A202882,Savings,219624.87,0
C102883,A202883,Savings,184641.12,50000
C102884,A202884,Salary,123334.41,0
C102885,A202885,Salary,192038.64,0
C102886,A202886,Salary,106276.29,0
C102887,A202887,Savings,51375.17,50000
C102888,A202888,Savings,94206.39,0
C102889,A202889,Savings,45671.57,0
C102890,A202890,Current,54317.4,143199.12
C102891,A202891,Salary,123343.47,50000
C102892,A202892,Salary,12537.67,0
C102893,A202893,Savings,213547.25,0
C102894,A202894,Premium,231466.8,102133.9
C102895,A202895,Savings,134716.27,50000
C102896,A202896,Current,102935.1,96666.04
C102897,A202897,Savings,194246.35,0
C102898,A202898,Savings,163555.64,50000
C102899,A202899,Premium,110122.65,110166.69
C102900,A202900,Salary,224509.26,0
C102901,A202901,Savings,106932.27,0
C102902,A202902,Savings,211519.26,0
C102903,A202903,Savings,121132.5,0
C102904,A202904,Savings,70348.06,0
C102905,A202905,Salary,262119.34,0
C102906,A202906,Current,199222.42,258184.45
C102907,A202907,Savings,437486.84,0
C102908,A202908,Savings,444501.09,0
C102909,A202909,Savings,109098.03,0
C102910,A202910,Savings,207789.65,50000
C102911,A202911,Salary,51338.72,0
C102912,A202912,Premium,92193.22,128995.41
C102913,A202913,Savings,191075.38,0
C102914,A202914,Savings,122815.85,0
C102915,A202915,Savings,147396.07,0
C102916,A202916,Savings,207920.39,0
C102917,A202917,Savings,190825,0
C102918,A202918,Premium,284653.68,341063.18
C102919,A202919,Salary,164724.79,0
C102920,A202920,Savings,151860.31,0
C102921,A202921,Savings,126334.52,0
C102922,A202922,Savings,107806.83,0
C102923,A202923,Savings,183385.33,0
C102924,A202924,Current,386562.78,438141.43
C102925,A202925,Current,64614.87,67306.44
C102926,A202926,Savings,165131.23,0
C102927,A202927,Salary,244576.97,0
C102928,A202928,Current,84439.19,282043.48
C102929,A202929,Savings,159690.68,0
C102930,A202930,Savings,108269.43,0
C102931,A202931,Savings,160309.45,50000
C102932,A202932,Current,55714.48,105578.44
C102933,A202933,Current,6766.84,109814.7
C102934,A202934,Salary,29356.37,0
C102935,A202935,Salary,233304.44,0
C102936,A202936,Salary,22457.52,0
C102937,A202937,Current,23485.71,157214.7
C102938,A202938,Salary,369665.73,0
C102939,A202939,Salary,96019.48,0
C102940,A202940,Savings,141515.38,0
C102941,A202941,Savings,62448.38,50000
C102942,A202942,Savings,195122.14,50000
C102943,A202943,Current,42573.1,52158.42
C102944,A202944,Salary,162249.26,0
C102945,A202945,Savings,67121.14,0
C102946,A202946,Salary,201255.04,50000
C102947,A202947,Savings,1000,0
C102948,A202948,Premium,225930.55,213027.89
C102949,A202949,Current,111626.94,151308.18
C102950,A202950,Premium,134842.66,349453.79
C102951,A202951,Savings,104841.4,50000
C102952,A202952,Premium,118851.02,86644.54
C102953,A202953,Savings,219772.85,0
C102954,A202954,Current,141228.97,219844.61
C102955,A202955,Savings,68799.86,0
C102956,A202956,Salary,93237.73,50000
C102957,A202957,Premium,253875.2,578731.98
C102958,A202958,Salary,107582.26,50000
C102959,A202959,Current,321526.31,322253.87
C102960,A202960,Savings,211003.13,0
C102961,A202961,Savings,88273.12,50000
C102962,A202962,Savings,127007.07,0
C102963,A202963,Savings,150704.04,0
C102964,A202964,Salary,81386.86,0
C102965,A202965,Salary,367446.25,0
C102966,A202966,Premium,199544.88,171886.05
C102967,A202967,Savings,15378.49,50000
C102968,A202968,Current,380845.42,304089.68
C102969,A202969,Current,106871,137825.25
C102970,A202970,Salary,112276.35,0
C102971,A202971,Savings,80344.49,0
C102972,A202972,Salary,328294.56,0
C102973,A202973,Savings,126634.53,0
C102974,A202974,Savings,132481.23,50000
C102975,A202975,Salary,83922.67,0
C102976,A202976,Premium,156651.79,143058.24
C102977,A202977,Salary,125446.03,0
C102978,A202978,Savings,73054.82,0
C102979,A202979,Savings,68185.59,50000
C102980,A202980,Savings,99015.87,50000
C102981,A202981,Premium,177937.31,232338.33
C102982,A202982,Savings,76476.24,0
C102983,A202983,Premium,222504.8,237643.59
C102984,A202984,Premium,137211.41,159286.88
C102985,A202985,Salary,124648.03,0
C102986,A202986,Savings,93196.55,0
C102987,A202987,Savings,35343.3,0
C102988,A202988,Salary,153701.97,0
C102989,A202989,Salary,192987.91,0
C102990,A202990,Premium,66509.45,171335.78
C102991,A202991,Savings,205637.51,0
C102992,A202992,Salary,143798.99,0
C102993,A202993,Current,190250.49,242631.24
C102994,A202994,Savings,55256.03,50000
C102995,A202995,Current,56272.34,169667.46
C102996,A202996,Current,110344.33,183649.86
C102997,A202997,Savings,205347.45,0
C102998,A202998,Savings,135075.02,50000
C102999,A202999,Savings,119617.93,50000
C103000,A203000,Savings,171890.87,0
C103001,A203001,Savings,57558.61,50000
C103002,A203002,Savings,243717.35,0
C103003,A203003,Premium,64062.72,558974.7
C103004,A203004,Salary,81095.44,0
C103005,A203005,Salary,136939.74,0
C103006,A203006,Savings,554739.53,0
C103007,A203007,Savings,210801.8,0
C103008,A203008,Salary,112480.43,50000
C103009,A203009,Savings,171794.02,0
C103010,A203010,Current,174128.21,292228.86
C103011,A203011,Savings,133995.69,50000
C103012,A203012,Savings,308476.74,0
C103013,A203013,Salary,49081.97,50000
C103014,A203014,Salary,223635.85,0
C103015,A203015,Premium,342734.07,177621.35
C103016,A203016,Premium,134346.37,302182.85
C103017,A203017,Salary,254315.46,50000
C103018,A203018,Savings,48413.12,0
C103019,A203019,Savings,360378.72,0
C103020,A203020,Current,166566.57,316896.38
C103021,A203021,Savings,108421.13,0
C103022,A203022,Salary,29928.91,0
C103023,A203023,Current,102551.6,169805.14
C103024,A203024,Salary,132533.97,0
C103025,A203025,Salary,104967.69,0
C103026,A203026,Savings,149813.24,50000
C103027,A203027,Salary,136184.41,50000
C103028,A203028,Salary,23071.98,50000
C103029,A203029,Salary,144701.1,0
C103030,A203030,Salary,122150.02,0
C103031,A203031,Savings,69632.17,50000
C103032,A203032,Premium,127456.42,400475.44
C103033,A203033,Savings,281935.54,0
C103034,A203034,Salary,227433.96,0
C103035,A203035,Salary,100146.1,0
C103036,A203036,Savings,297020.84,0
C103037,A203037,Premium,234330.42,187042.57
C103038,A203038,Premium,165235.68,138054.98
C103039,A203039,Current,65042.18,131073.65
C103040,A203040,Salary,134053.5,0
C103041,A203041,Premium,195732.19,323289.73
C103042,A203042,Savings,94306.93,50000
C103043,A203043,Premium,52780.72,322251.32
C103044,A203044,Current,141919.36,331811.86
C103045,A203045,Salary,35030.1,50000
C103046,A203046,Current,132693.9,140507.88
C103047,A203047,Current,116344.9,242134.84
C103048,A203048,Salary,72391.94,50000
C103049,A203049,Current,33396.98,64185.43
C103050,A203050,Savings,64482.87,0
C103051,A203051,Current,97809.05,181237.21
C103052,A203052,Current,108431.89,845313.58
C103053,A203053,Savings,322287.75,0
C103054,A203054,Savings,210340.04,0
C103055,A203055,Savings,156686.95,0
C103056,A203056,Savings,177845.68,50000
C103057,A203057,Savings,129343.07,0
C103058,A203058,Current,188471.84,275503.14
C103059,A203059,Current,215976.79,280928.77
C103060,A203060,Savings,124118.84,0
C103061,A203061,Savings,320102.13,50000
C103062,A203062,Salary,114662.37,0
C103063,A203063,Current,262041.66,580216.73
C103064,A203064,Savings,268404.7,50000
C103065,A203065,Savings,374471.61,0
C103066,A203066,Savings,114900.97,0
C103067,A203067,Salary,226141.57,50000
C103068,A203068,Current,214256.43,268838.94
C103069,A203069,Savings,185308.27,0
C103070,A203070,Savings,172916.54,50000
C103071,A203071,Premium,63096.68,116808.78
C103072,A203072,Current,175834.39,85441.88
C103073,A203073,Savings,126056.94,0
C103074,A203074,Premium,39365.96,113636.86
C103075,A203075,Savings,191500.18,0
C103076,A203076,Salary,170638.78,0
C103077,A203077,Savings,81806.84,0
C103078,A203078,Savings,162850.28,0
C103079,A203079,Current,272329.94,412435.37
C103080,A203080,Savings,103438.52,0
C103081,A203081,Savings,174137.03,0
C103082,A203082,Premium,81492.07,186018.81
C103083,A203083,Savings,97435.78,50000
C103084,A203084,Salary,172698.94,0
C103085,A203085,Savings,161623.68,50000
C103086,A203086,Premium,123555.02,80289.33
C103087,A203087,Premium,128014.92,216085.27
C103088,A203088,Savings,229439.22,50000
C103089,A203089,Current,227889.54,135834.44
C103090,A203090,Salary,103891.54,50000
C103091,A203091,Savings,218833.25,50000
C103092,A203092,Salary,66441.22,0
C103093,A203093,Premium,127506.17,144391.6
C103094,A203094,Savings,75152.57,0
C103095,A203095,Salary,265786.7,0
C103096,A203096,Savings,94946.59,0
C103097,A203097,Current,140994.84,113692.65
C103098,A203098,Savings,172491.63,0
C103099,A203099,Savings,110019.32,0
C103100,A203100,Savings,226203.36,0
C103101,A203101,Savings,84918.7,0
C103102,A203102,Salary,128818.6,0
C103103,A203103,Savings,387599.32,0
C103104,A203104,Savings,191263.07,0
C103105,A203105,Savings,236764.33,0
C103106,A203106,Savings,87775.07,50000
C103107,A203107,Current,65010.9,252073.65
C103108,A203108,Savings,113499.64,0
C103109,A203109,Salary,58081.86,0
C103110,A203110,Current,235301.25,274180.26
C103111,A203111,Salary,352486.84,50000
C103112,A203112,Savings,221538.81,0
C103113,A203113,Salary,161647.43,0
C103114,A203114,Savings,199569.13,50000
C103115,A203115,Savings,211013.96,0
C103116,A203116,Salary,40707.33,0
C103117,A203117,Salary,132161.77,50000
C103118,A203118,Savings,121772.62,50000
C103119,A203119,Premium,192595.37,389907.96
C103120,A203120,Salary,154396.9,0
C103121,A203121,Savings,200068.68,0
C103122,A203122,Savings,94193.76,0
C103123,A203123,Savings,154283.34,0
C103124,A203124,Savings,198218.87,0
C103125,A203125,Savings,109269.7,0
C103126,A203126,Savings,228709.64,50000
C103127,A203127,Savings,82789.07,0
C103128,A203128,Savings,167775.56,50000
C103129,A203129,Savings,186266.24,50000
C103130,A203130,Savings,184459.37,0
C103131,A203131,Savings,327553.26,50000
C103132,A203132,Current,231898.32,581453.91
C103133,A203133,Savings,210261.21,0
C103134,A203134,Salary,183214.27,0
C103135,A203135,Premium,286894.34,109198.94
C103136,A203136,Savings,142210.68,0
C103137,A203137,Savings,51400.65,0
C103138,A203138,Salary,311028.93,0
C103139,A203139,Savings,147421.13,0
C103140,A203140,Savings,158578.88,0
C103141,A203141,Savings,342814.36,0
C103142,A203142,Savings,147083.53,50000
C103143,A203143,Savings,300554.45,0
C103144,A203144,Premium,118053.14,206901.27
C103145,A203145,Savings,356811.76,50000
C103146,A203146,Salary,68766.9,0
C103147,A203147,Savings,124499.92,0
C103148,A203148,Savings,97750.54,0
C103149,A203149,Savings,210700.14,50000
C103150,A203150,Salary,173536.82,0
C103151,A203151,Savings,114164.14,0
C103152,A203152,Savings,40312.93,0
C103153,A203153,Savings,105314.74,0
C103154,A203154,Savings,251754.43,0
C103155,A203155,Savings,140968.66,50000
C103156,A203156,Current,154875.73,397059.2
C103157,A203157,Savings,316120.27,0
C103158,A203158,Savings,136449.14,50000
C103159,A203159,Salary,177483.94,50000
C103160,A203160,Salary,194280.57,0
C103161,A203161,Savings,189030.45,50000
C103162,A203162,Current,152063.97,420547.21
C103163,A203163,Savings,288319.95,0
C103164,A203164,Salary,136637.18,0
C103165,A203165,Current,250388.91,458121.29
C103166,A203166,Current,84849.55,176198.39
C103167,A203167,Salary,232218.88,0
C103168,A203168,Current,151236.28,354271.68
C103169,A203169,Current,245488.15,297878.06
C103170,A203170,Savings,193332.96,0
C103171,A203171,Savings,257478.62,0
C103172,A203172,Salary,164933.23,0
C103173,A203173,Savings,107303.36,0
C103174,A203174,Savings,223699.27,0
C103175,A203175,Current,181357.49,124605.14
C103176,A203176,Premium,318734.33,345575.88
C103177,A203177,Savings,134608.89,0
C103178,A203178,Salary,246645.05,50000
C103179,A203179,Savings,103357.1,0
C103180,A203180,Current,181840.15,213911.94
C103181,A203181,Salary,74791.26,50000
C103182,A203182,Salary,260014,0
C103183,A203183,Salary,364007.45,0
C103184,A203184,Savings,152277.54,0
C103185,A203185,Savings,144467.5,0
C103186,A203186,Savings,137874.49,50000
C103187,A203187,Salary,213503.53,0
C103188,A203188,Salary,88762.02,0
C103189,A203189,Savings,92510.81,0
C103190,A203190,Savings,259677.42,0
C103191,A203191,Salary,203956.35,50000
C103192,A203192,Current,173253.14,137279.24
C103193,A203193,Current,86359.87,187679.42
C103194,A203194,Salary,72770.06,0
C103195,A203195,Savings,183230.12,0
C103196,A203196,Savings,201075.06,0
C103197,A203197,Salary,152311.79,50000
C103198,A203198,Savings,195070.51,0
C103199,A203199,Savings,182452.13,0
C103200,A203200,Savings,290178.47,0
C103201,A203201,Savings,108483,50000
C103202,A203202,Savings,81139.33,0
C103203,A203203,Salary,49552.91,0
C103204,A203204,Premium,72886.09,109790.12
C103205,A203205,Savings,218510.41,50000
C103206,A203206,Salary,155511.93,0
C103207,A203207,Savings,124979.86,0
C103208,A203208,Savings,99270.44,50000
C103209,A203209,Current,292142.99,523312.25
C103210,A203210,Premium,171984.28,67659.5
C103211,A203211,Premium,168926.38,359994.85
C103212,A203212,Savings,132114.82,0
C103213,A203213,Savings,238060.2,50000
C103214,A203214,Premium,114761.66,116929.31
C103215,A203215,Savings,163192.66,50000
C103216,A203216,Salary,313670.35,0
