customer_id,monthly_txn_avg,last_transaction_date,complaint_count,login_frequency_monthly,churn_probability,churn_flag,Risk_Segment
C102658,1,10-06-2026,0,8,0.135,No,Low Risk
C102659,0.7,28-06-2026,1,9,0.135,No,Medium Risk
C102660,0.7,29-06-2026,0,9,0.135,No,Low Risk
C102661,1.2,27-06-2026,0,10,0.135,No,Low Risk
C102662,0.9,11-05-2026,0,4,0.135,No,Low Risk
C102663,0.7,16-06-2026,1,13,0.135,No,Medium Risk
C102664,0.8,30-06-2026,0,7,0.135,No,Low Risk
C102665,1.4,15-06-2026,0,5,0.135,Yes,Low Risk
C102666,1,08-06-2026,2,15,0.16,No,Medium Risk
C102667,0.8,27-06-2026,0,0,0.17,No,Low Risk
C102668,0.9,23-06-2026,0,4,0.135,No,Low Risk
C102669,0.7,07-04-2026,0,4,0.135,Yes,Low Risk
C102670,1.1,16-05-2026,2,18,0.16,No,Medium Risk
C102671,1.4,29-06-2026,0,10,0.135,Yes,Low Risk
C102672,1,16-06-2026,4,8,0.16,No,Medium Risk
C102673,0.9,20-05-2026,2,9,0.16,No,Medium Risk
C102674,0.9,17-06-2026,2,1,0.195,Yes,Medium Risk
C102675,0.4,24-06-2026,0,14,0.135,No,Low Risk
C102676,1.1,23-06-2026,0,10,0.135,No,Low Risk
C102677,0.8,29-06-2026,2,12,0.16,No,Medium Risk
C102678,0.8,29-06-2026,0,7,0.135,No,Low Risk
C102679,0.7,02-05-2026,0,10,0.135,No,Low Risk
C102680,1.1,28-05-2026,0,13,0.135,No,Low Risk
C102681,1.1,26-06-2026,1,1,0.17,No,Medium Risk
C102682,0.3,14-09-2025,0,15,0.16,No,Low Risk
C102683,0.7,07-06-2026,3,8,0.16,No,Medium Risk
C102684,1,24-06-2026,0,11,0.135,No,Low Risk
C102685,0.6,25-05-2026,1,8,0.135,No,Medium Risk
C102686,0.8,28-02-2026,0,9,0.16,No,Low Risk
C102687,0.5,28-04-2026,0,7,0.135,No,Low Risk
C102688,0.9,21-03-2026,1,9,0.16,No,Medium Risk
C102689,1.1,14-06-2026,3,12,0.16,No,Medium Risk
C102690,0.8,07-06-2026,4,9,0.16,No,Medium Risk
C102691,0.8,08-05-2026,2,10,0.16,No,Medium Risk
C102692,0.8,29-06-2026,1,10,0.135,No,Medium Risk
C102693,1.1,17-06-2026,0,13,0.135,No,Low Risk
C102694,0.8,17-06-2026,0,7,0.135,No,Low Risk
C102695,1,26-06-2026,1,10,0.135,Yes,Medium Risk
C102696,1.2,10-06-2026,0,7,0.135,No,Low Risk
C102697,0.7,23-04-2026,4,7,0.16,Yes,Medium Risk
C102698,0.6,25-04-2026,2,7,0.16,Yes,Medium Risk
C102699,1.2,13-06-2026,2,11,0.16,No,Medium Risk
C102700,0.9,17-06-2026,1,15,0.135,No,Medium Risk
C102701,1.1,15-06-2026,0,4,0.135,No,Low Risk
C102702,1.1,12-04-2026,0,8,0.135,No,Low Risk
C102703,1,16-05-2026,2,7,0.16,No,Medium Risk
C102704,1,11-06-2026,3,4,0.16,No,Medium Risk
C102705,0.8,26-02-2026,0,10,0.16,No,Low Risk
C102706,0.5,13-06-2026,1,10,0.135,No,Medium Risk
C102707,0.8,19-02-2026,0,9,0.16,No,Low Risk
C102708,1.1,23-05-2026,0,8,0.135,No,Low Risk
C102709,1.1,13-06-2026,1,4,0.135,Yes,Medium Risk
C102710,0.6,02-04-2026,0,10,0.135,No,Low Risk
C102711,1,26-05-2026,0,14,0.135,No,Low Risk
C102712,0.4,07-06-2026,2,7,0.16,Yes,Medium Risk
C102713,1,21-05-2026,1,14,0.135,Yes,Medium Risk
C102714,0.8,08-04-2026,0,11,0.135,Yes,Low Risk
C102715,0.9,07-05-2026,2,10,0.16,No,Medium Risk
C102716,0.8,24-06-2026,0,6,0.135,No,Low Risk
C102717,0.7,13-06-2026,1,9,0.135,No,Medium Risk
C102718,1,16-04-2026,3,6,0.16,Yes,Medium Risk
C102719,1.2,22-05-2026,0,11,0.135,No,Low Risk
C102720,1.2,07-05-2026,2,3,0.195,No,Medium Risk
C102721,1.1,03-06-2026,1,14,0.135,No,Medium Risk
C102722,0.9,03-06-2026,0,12,0.135,No,Low Risk
C102723,0.9,05-06-2026,1,15,0.135,No,Medium Risk
C102724,0.6,26-06-2026,1,12,0.135,No,Medium Risk
C102725,0.8,10-06-2026,0,11,0.135,Yes,Low Risk
C102726,1.1,16-06-2026,2,6,0.16,No,Medium Risk
C102727,0.7,17-06-2026,2,12,0.16,No,Medium Risk
C102728,1.1,04-06-2026,2,5,0.16,No,Medium Risk
C102729,0.8,29-04-2026,2,13,0.16,Yes,Medium Risk
C102730,1,29-06-2026,0,9,0.135,No,Low Risk
C102731,0.4,06-05-2026,0,7,0.135,No,Low Risk
C102732,1.2,21-06-2026,3,10,0.16,No,Medium Risk
C102733,1,11-06-2026,1,9,0.135,No,Medium Risk
C102734,0.7,28-05-2026,1,10,0.135,No,Medium Risk
C102735,1.1,26-04-2026,2,5,0.16,Yes,Medium Risk
C102736,0.8,30-06-2026,1,10,0.135,No,Medium Risk
C102737,0.6,27-06-2026,2,11,0.16,No,Medium Risk
C102738,0.7,15-05-2026,0,8,0.135,Yes,Low Risk
C102739,1,31-05-2026,1,6,0.135,No,Medium Risk
C102740,1,14-06-2026,0,9,0.135,No,Low Risk
C102741,0.6,31-05-2026,2,9,0.16,No,Medium Risk
C102742,1,25-06-2026,0,7,0.135,No,Low Risk
C102743,0.9,15-05-2026,0,8,0.135,No,Low Risk
C102744,0.9,15-06-2026,2,8,0.16,No,Medium Risk
C102745,0.9,20-06-2026,2,5,0.16,No,Medium Risk
C102746,1.1,29-03-2026,1,12,0.16,No,Medium Risk
C102747,1.1,06-06-2026,1,8,0.135,No,Medium Risk
C102748,0.9,22-06-2026,2,10,0.16,Yes,Medium Risk
C102749,1.5,14-06-2026,0,8,0.135,No,Low Risk
C102750,0.9,22-05-2026,0,9,0.135,No,Low Risk
C102751,1,23-06-2026,0,12,0.135,No,Low Risk
C102752,1.1,23-04-2026,0,9,0.135,No,Low Risk
C102753,0.8,16-05-2026,1,10,0.135,No,Medium Risk
C102754,0.6,22-06-2026,1,9,0.135,No,Medium Risk
C102755,0.7,18-05-2026,1,8,0.135,No,Medium Risk
C102756,0.9,15-06-2026,2,10,0.16,No,Medium Risk
C102757,0.6,20-05-2026,0,10,0.135,Yes,Low Risk
C102758,0.7,22-02-2026,0,10,0.16,No,Low Risk
C102759,1.1,21-06-2026,2,10,0.16,No,Medium Risk
C102760,0.6,19-02-2026,1,15,0.16,No,Medium Risk
C102761,0.8,10-03-2026,1,11,0.16,No,Medium Risk
C102762,1.1,31-05-2026,1,11,0.135,No,Medium Risk
C102763,0.9,27-06-2026,2,13,0.16,Yes,Medium Risk
C102764,0.8,24-05-2026,1,15,0.135,Yes,Medium Risk
C102765,0.7,15-06-2026,1,11,0.135,No,Medium Risk
C102766,0.3,24-06-2026,0,12,0.135,Yes,Low Risk
C102767,1.2,25-06-2026,0,12,0.135,No,Low Risk
C102768,0.8,10-06-2026,0,4,0.135,Yes,Low Risk
C102769,0.8,04-06-2026,1,10,0.135,No,Medium Risk
C102770,1,19-06-2026,2,11,0.16,No,Medium Risk
C102771,0.9,20-06-2026,0,6,0.135,No,Low Risk
C102772,0.8,17-06-2026,2,11,0.16,No,Medium Risk
C102773,1.2,25-06-2026,2,11,0.16,No,Medium Risk
C102774,1.1,28-06-2026,1,8,0.135,No,Medium Risk
C102775,0.9,09-06-2026,1,9,0.135,No,Medium Risk
C102776,0.8,04-05-2026,2,10,0.16,No,Medium Risk
C102777,0.8,16-05-2026,2,8,0.16,Yes,Medium Risk
C102778,0.8,08-06-2026,1,7,0.135,No,Medium Risk
C102779,0.7,13-06-2026,1,5,0.135,No,Medium Risk
C102780,1.2,23-06-2026,2,8,0.16,No,Medium Risk
C102781,1.2,24-06-2026,2,6,0.16,No,Medium Risk
C102782,0.7,23-05-2026,1,0,0.17,No,Medium Risk
C102783,0.6,25-02-2026,0,13,0.16,No,Low Risk
C102784,1.1,30-06-2026,4,14,0.16,No,Medium Risk
C102785,0.8,06-06-2026,1,9,0.135,No,Medium Risk
C102786,0.6,17-05-2026,0,7,0.135,No,Low Risk
C102787,0.9,09-05-2026,3,9,0.16,No,Medium Risk
C102788,0.9,15-06-2026,0,12,0.135,No,Low Risk
C102789,1.4,27-05-2026,0,11,0.135,No,Low Risk
C102790,1.1,22-06-2026,1,5,0.135,Yes,Medium Risk
C102791,0.8,24-06-2026,0,8,0.135,No,Low Risk
C102792,0.7,22-06-2026,0,4,0.135,Yes,Low Risk
C102793,0.9,19-06-2026,0,14,0.135,No,Low Risk
C102794,1,02-06-2026,2,16,0.16,No,Medium Risk
C102795,1.2,09-04-2026,0,0,0.17,No,Low Risk
C102796,0.8,14-01-2026,2,15,0.185,No,Medium Risk
C102797,0.7,21-06-2026,0,2,0.17,No,Low Risk
C102798,1.2,29-06-2026,0,12,0.135,No,Low Risk
C102799,0.8,11-06-2026,0,6,0.135,No,Low Risk
C102800,0.7,23-06-2026,0,5,0.135,No,Low Risk
C102801,0.9,20-05-2026,0,14,0.135,No,Low Risk
C102802,0.9,20-06-2026,0,8,0.135,Yes,Low Risk
C102803,0.9,25-04-2026,0,9,0.135,No,Low Risk
C102804,1.1,21-06-2026,0,0,0.17,Yes,Low Risk
C102805,0.9,15-06-2026,0,12,0.135,No,Low Risk
C102806,1.3,29-06-2026,0,11,0.135,Yes,Low Risk
C102807,0.6,29-05-2026,1,7,0.135,No,Medium Risk
C102808,1.1,26-06-2026,3,8,0.16,No,Medium Risk
C102809,1.3,29-06-2026,0,13,0.135,No,Low Risk
C102810,1.2,17-03-2026,0,9,0.16,No,Low Risk
C102811,1,28-06-2026,2,8,0.16,Yes,Medium Risk
C102812,0.8,28-02-2026,1,1,0.195,No,Medium Risk
C102813,0.9,06-06-2026,2,5,0.16,No,Medium Risk
C102814,0.6,08-03-2026,1,9,0.16,No,Medium Risk
C102815,0.7,21-06-2026,1,18,0.135,No,Medium Risk
C102816,1.1,09-06-2026,1,8,0.135,No,Medium Risk
C102817,0.7,17-05-2026,3,7,0.16,No,Medium Risk
C102818,0.9,09-06-2026,1,11,0.135,No,Medium Risk
C102819,0.9,28-06-2026,0,10,0.135,No,Low Risk
C102820,1.2,27-05-2026,0,10,0.135,No,Low Risk
C102821,0.8,29-06-2026,0,7,0.135,No,Low Risk
C102822,1,25-06-2026,1,15,0.135,No,Medium Risk
C102823,1.2,30-06-2026,0,9,0.135,No,Low Risk
C102824,1,27-04-2026,3,11,0.16,No,Medium Risk
C102825,0.9,10-06-2026,5,5,0.16,No,Medium Risk
C102826,0.9,29-06-2026,1,2,0.17,No,Medium Risk
C102827,1.2,12-06-2026,0,5,0.135,No,Low Risk
C102828,1.2,22-02-2026,0,13,0.16,No,Low Risk
C102829,0.9,28-06-2026,1,11,0.135,No,Medium Risk
C102830,0.8,24-05-2026,2,11,0.16,No,Medium Risk
C102831,0.8,09-05-2026,2,3,0.195,No,Medium Risk
C102832,1.2,29-05-2026,0,9,0.135,Yes,Low Risk
C102833,0.9,22-06-2026,2,15,0.16,No,Medium Risk
C102834,1,21-06-2026,0,10,0.135,No,Low Risk
C102835,1.3,28-05-2026,1,12,0.135,Yes,Medium Risk
C102836,0.6,14-06-2026,3,10,0.16,No,Medium Risk
C102837,1.1,29-06-2026,1,14,0.135,No,Medium Risk
C102838,1,25-04-2026,1,5,0.135,Yes,Medium Risk
C102839,1.1,31-01-2026,1,18,0.16,No,Medium Risk
C102840,1.3,14-06-2026,0,10,0.135,No,Low Risk
C102841,0.5,21-05-2026,1,10,0.135,No,Medium Risk
C102842,0.9,14-05-2026,1,9,0.135,No,Medium Risk
C102843,0.9,17-05-2026,1,12,0.135,No,Medium Risk
C102844,0.9,30-05-2026,2,9,0.16,No,Medium Risk
C102845,1,15-06-2026,1,6,0.135,No,Medium Risk
C102846,0.4,24-04-2026,0,14,0.135,No,Low Risk
C102847,0.9,23-06-2026,0,11,0.135,No,Low Risk
C102848,1.1,25-05-2026,0,5,0.135,No,Low Risk
C102849,1.2,26-05-2026,1,13,0.135,No,Medium Risk
C102850,1.2,17-05-2026,3,5,0.16,No,Medium Risk
C102851,0.9,04-05-2026,3,7,0.16,No,Medium Risk
C102852,1.1,28-06-2026,0,12,0.135,No,Low Risk
C102853,0.7,10-05-2026,0,3,0.17,No,Low Risk
C102854,1.2,02-05-2026,2,7,0.16,Yes,Medium Risk
C102855,0.8,05-06-2026,0,6,0.135,No,Low Risk
C102856,0.8,15-05-2026,2,5,0.16,No,Medium Risk
C102857,1,24-05-2026,0,5,0.135,No,Low Risk
C102858,0.7,29-04-2026,1,16,0.135,Yes,Medium Risk
C102859,0.6,11-06-2026,2,10,0.16,No,Medium Risk
C102860,0.9,18-06-2026,1,11,0.135,No,Medium Risk
C102861,0.8,22-05-2026,1,7,0.135,No,Medium Risk
C102862,0.8,12-05-2026,1,17,0.135,No,Medium Risk
C102863,0.9,26-06-2026,2,9,0.16,Yes,Medium Risk
C102864,0.8,21-04-2026,0,9,0.135,No,Low Risk
C102865,0.9,22-05-2026,1,7,0.135,No,Medium Risk
C102866,1,24-06-2026,2,13,0.16,No,Medium Risk
C102867,1,16-06-2026,1,12,0.135,No,Medium Risk
C102868,0.8,14-06-2026,0,3,0.17,No,Low Risk
C102869,0.8,14-12-2025,2,8,0.185,No,Medium Risk
C102870,0.8,09-03-2026,2,11,0.185,Yes,Medium Risk
C102871,0.8,25-06-2026,2,9,0.16,No,Medium Risk
C102872,0.7,22-05-2026,0,9,0.135,No,Low Risk
C102873,0.7,12-05-2026,2,9,0.16,No,Medium Risk
C102874,0.9,10-06-2026,2,11,0.16,No,Medium Risk
C102875,0.6,19-06-2026,3,5,0.16,No,Medium Risk
C102876,0.7,27-06-2026,0,4,0.135,No,Low Risk
C102877,1.3,29-06-2026,1,8,0.135,No,Medium Risk
C102878,0.3,02-12-2025,0,7,0.16,No,Low Risk
C102879,1.1,02-06-2026,0,14,0.135,No,Low Risk
C102880,1.3,24-06-2026,1,9,0.135,No,Medium Risk
C102881,0.7,21-06-2026,0,14,0.135,Yes,Low Risk
C102882,0.8,24-06-2026,2,11,0.16,No,Medium Risk
C102883,0.9,11-06-2026,3,14,0.16,No,Medium Risk
C102884,1.1,08-06-2026,1,10,0.135,No,Medium Risk
C102885,1.1,11-05-2026,2,12,0.16,Yes,Medium Risk
C102886,1.4,23-06-2026,1,6,0.135,No,Medium Risk
C102887,1.2,28-06-2026,2,15,0.16,Yes,Medium Risk
C102888,0.4,24-06-2026,0,4,0.135,No,Low Risk
C102889,0.7,13-05-2026,2,11,0.16,No,Medium Risk
C102890,0.9,10-06-2026,0,8,0.135,No,Low Risk
C102891,0.7,13-02-2026,0,13,0.16,No,Low Risk
C102892,0.6,09-05-2026,1,9,0.135,No,Medium Risk
C102893,0.7,08-06-2026,0,4,0.135,No,Low Risk
C102894,0.8,10-03-2026,2,9,0.185,Yes,Medium Risk
C102895,0.7,19-03-2026,1,9,0.16,No,Medium Risk
C102896,0.7,13-03-2026,0,4,0.16,No,Low Risk
C102897,1.2,30-06-2026,1,9,0.135,No,Medium Risk
C102898,0.4,30-06-2026,0,10,0.135,No,Low Risk
C102899,1.2,21-05-2026,0,0,0.17,No,Low Risk
C102900,0.9,30-06-2026,0,9,0.135,Yes,Low Risk
C102901,1.1,31-05-2026,2,2,0.195,Yes,Medium Risk
C102902,0.8,07-06-2026,2,3,0.195,No,Medium Risk
C102903,0.7,09-06-2026,1,7,0.135,No,Medium Risk
C102904,0.6,29-04-2026,2,12,0.16,No,Medium Risk
C102905,0.7,02-05-2026,0,9,0.135,No,Low Risk
C102906,0.3,13-04-2026,1,11,0.135,No,Medium Risk
C102907,1.3,03-06-2026,1,17,0.135,No,Medium Risk
C102908,0.8,25-06-2026,0,8,0.135,No,Low Risk
C102909,0.8,10-06-2026,0,0,0.17,No,Low Risk
C102910,0.9,27-05-2026,1,11,0.135,Yes,Medium Risk
C102911,1.1,24-05-2026,0,11,0.135,No,Low Risk
C102912,1.1,07-06-2026,0,11,0.135,No,Low Risk
C102913,0.8,19-06-2026,1,10,0.135,No,Medium Risk
C102914,0.8,19-03-2026,1,4,0.16,Yes,Medium Risk
C102915,1.2,03-06-2026,0,2,0.17,No,Low Risk
C102916,0.9,26-06-2026,0,8,0.135,No,Low Risk
C102917,0.6,19-06-2026,0,13,0.135,Yes,Low Risk
C102918,0.5,09-03-2026,0,7,0.16,No,Low Risk
C102919,0.9,23-06-2026,0,18,0.135,No,Low Risk
C102920,1.1,07-05-2026,1,9,0.135,No,Medium Risk
C102921,0.6,17-06-2026,0,14,0.135,No,Low Risk
C102922,0.8,06-06-2026,0,9,0.135,No,Low Risk
C102923,1,10-06-2026,0,4,0.135,No,Low Risk
C102924,0.9,30-06-2026,0,1,0.17,No,Low Risk
C102925,1.1,19-06-2026,0,9,0.135,No,Low Risk
C102926,0.7,21-05-2026,0,13,0.135,No,Low Risk
C102927,1.2,22-06-2026,0,7,0.135,No,Low Risk
C102928,0.9,23-05-2026,0,0,0.17,No,Low Risk
C102929,0.8,21-06-2026,0,15,0.135,Yes,Low Risk
C102930,0.9,15-06-2026,2,13,0.16,No,Medium Risk
C102931,0.7,30-03-2026,2,7,0.185,Yes,Medium Risk
C102932,0.7,20-05-2026,1,10,0.135,Yes,Medium Risk
C102933,1,15-04-2026,1,5,0.135,No,Medium Risk
C102934,0.9,11-06-2026,2,6,0.16,Yes,Medium Risk
C102935,0.8,12-06-2026,0,11,0.135,No,Low Risk
C102936,0.7,08-05-2026,1,13,0.135,No,Medium Risk
C102937,0.8,21-06-2026,0,9,0.135,Yes,Low Risk
C102938,0.8,14-03-2026,1,16,0.16,No,Medium Risk
C102939,1.1,17-05-2026,0,9,0.135,No,Low Risk
C102940,0.8,28-06-2026,0,2,0.17,No,Low Risk
C102941,0.6,25-06-2026,0,5,0.135,No,Low Risk
C102942,0.9,14-06-2026,1,2,0.17,Yes,Medium Risk
C102943,0.4,23-06-2026,1,8,0.135,No,Medium Risk
C102944,0.9,07-05-2026,1,8,0.135,No,Medium Risk
C102945,1.2,29-05-2026,1,8,0.135,No,Medium Risk
C102946,0.9,25-05-2026,0,3,0.17,No,Low Risk
C102947,0.6,29-06-2026,2,4,0.16,No,Medium Risk
C102948,1.2,20-06-2026,0,6,0.135,No,Low Risk
C102949,1.3,20-06-2026,1,9,0.135,No,Medium Risk
C102950,0.8,27-06-2026,2,11,0.16,Yes,Medium Risk
C102951,1.1,10-06-2026,2,9,0.16,No,Medium Risk
C102952,0.8,23-06-2026,0,9,0.135,No,Low Risk
C102953,1.2,07-06-2026,1,10,0.135,No,Medium Risk
C102954,0.6,15-06-2026,1,12,0.135,No,Medium Risk
C102955,0.8,11-05-2026,2,7,0.16,Yes,Medium Risk
C102956,0.6,15-02-2026,0,15,0.16,No,Low Risk
C102957,0.8,30-05-2026,0,3,0.17,Yes,Low Risk
C102958,0.4,16-06-2026,2,6,0.16,No,Medium Risk
C102959,0.9,16-03-2026,0,13,0.16,No,Low Risk
C102960,0.6,16-05-2026,0,7,0.135,No,Low Risk
C102961,1,21-06-2026,1,9,0.135,No,Medium Risk
C102962,0.9,29-05-2026,1,12,0.135,No,Medium Risk
C102963,0.7,18-06-2026,1,9,0.135,No,Medium Risk
C102964,0.4,09-06-2026,2,10,0.16,Yes,Medium Risk
C102965,1.1,20-05-2026,0,13,0.135,No,Low Risk
C102966,0.9,26-02-2026,1,0,0.195,No,Medium Risk
C102967,0.5,20-06-2026,1,7,0.135,No,Medium Risk
C102968,0.8,21-05-2026,1,9,0.135,No,Medium Risk
C102969,1.2,19-05-2026,0,11,0.135,No,Low Risk
C102970,0.9,26-04-2026,0,13,0.135,No,Low Risk
C102971,1.1,10-05-2026,0,3,0.17,No,Low Risk
C102972,0.6,28-05-2026,0,5,0.135,No,Low Risk
C102973,0.7,19-06-2026,2,7,0.16,Yes,Medium Risk
C102974,1.3,23-05-2026,0,11,0.135,No,Low Risk
C102975,0.4,30-04-2026,0,9,0.135,No,Low Risk
C102976,1,17-06-2026,1,4,0.135,No,Medium Risk
C102977,0.8,07-06-2026,2,5,0.16,No,Medium Risk
C102978,0.7,10-06-2026,0,5,0.135,No,Low Risk
C102979,1.4,22-06-2026,0,8,0.135,No,Low Risk
C102980,1,10-06-2026,1,10,0.135,No,Medium Risk
C102981,0.9,12-05-2026,1,9,0.135,No,Medium Risk
C102982,0.6,24-06-2026,1,5,0.135,Yes,Medium Risk
C102983,0.8,05-05-2026,0,12,0.135,No,Low Risk
C102984,0.9,12-06-2026,1,9,0.135,No,Medium Risk
C102985,0.6,28-04-2026,0,7,0.135,Yes,Low Risk
C102986,1.5,19-06-2026,0,9,0.135,No,Low Risk
C102987,0.7,21-06-2026,0,19,0.135,No,Low Risk
C102988,1,07-06-2026,2,7,0.16,No,Medium Risk
C102989,0.4,25-05-2026,1,6,0.135,No,Medium Risk
C102990,0.9,03-06-2026,0,8,0.135,No,Low Risk
C102991,0.8,25-06-2026,0,6,0.135,Yes,Low Risk
C102992,1.1,11-06-2026,2,4,0.16,Yes,Medium Risk
C102993,1.2,29-06-2026,2,7,0.16,No,Medium Risk
C102994,1.5,18-06-2026,0,11,0.135,No,Low Risk
C102995,0.8,24-05-2026,0,7,0.135,No,Low Risk
C102996,0.7,23-05-2026,1,10,0.135,Yes,Medium Risk
C102997,0.8,18-04-2026,0,11,0.135,No,Low Risk
C102998,0.6,29-04-2026,1,2,0.17,No,Medium Risk
C102999,1.4,16-06-2026,2,10,0.16,No,Medium Risk
C103000,0.7,30-06-2026,3,15,0.16,No,Medium Risk
C103001,0.9,28-05-2026,1,8,0.135,No,Medium Risk
C103002,0.9,14-06-2026,1,16,0.135,No,Medium Risk
C103003,1.3,29-06-2026,0,0,0.17,No,Low Risk
C103004,0.8,24-06-2026,2,11,0.16,No,Medium Risk
C103005,0.7,18-06-2026,2,6,0.16,No,Medium Risk
C103006,0.6,01-05-2026,1,5,0.135,No,Medium Risk
C103007,1.3,18-06-2026,2,10,0.16,No,Medium Risk
C103008,0.9,24-06-2026,0,3,0.17,No,Low Risk
C103009,0.8,11-06-2026,3,11,0.16,No,Medium Risk
C103010,0.9,30-04-2026,1,17,0.135,No,Medium Risk
C103011,0.9,04-05-2026,0,14,0.135,No,Low Risk
C103012,1.1,18-06-2026,2,6,0.16,Yes,Medium Risk
C103013,0.5,24-03-2026,0,1,0.195,No,Low Risk
C103014,0.7,04-06-2026,0,10,0.135,No,Low Risk
C103015,1,20-06-2026,1,20,0.135,No,Medium Risk
C103016,1,26-06-2026,4,8,0.16,Yes,Medium Risk
C103017,1.1,01-06-2026,0,8,0.135,No,Low Risk
C103018,0.7,12-05-2026,1,4,0.135,No,Medium Risk
C103019,0.9,19-06-2026,0,10,0.135,No,Low Risk
C103020,1.2,27-06-2026,1,11,0.135,No,Medium Risk
C103021,1,27-06-2026,1,11,0.135,Yes,Medium Risk
C103022,1.1,06-05-2026,5,7,0.16,No,Medium Risk
C103023,0.7,16-05-2026,0,5,0.135,No,Low Risk
C103024,0.6,25-04-2026,1,7,0.135,No,Medium Risk
C103025,0.8,06-06-2026,1,10,0.135,No,Medium Risk
C103026,0.8,18-06-2026,1,6,0.135,No,Medium Risk
C103027,1.1,21-06-2026,1,20,0.135,No,Medium Risk
C103028,1.1,03-06-2026,4,18,0.16,Yes,Medium Risk
C103029,0.7,01-03-2026,1,8,0.16,Yes,Medium Risk
C103030,1.1,23-06-2026,0,13,0.135,No,Low Risk
C103031,0.7,22-06-2026,2,8,0.16,Yes,Medium Risk
C103032,1.7,22-06-2026,4,9,0.16,No,Medium Risk
C103033,0.8,18-06-2026,0,12,0.135,Yes,Low Risk
C103034,0.8,12-06-2026,1,0,0.17,No,Medium Risk
C103035,1.4,23-06-2026,0,5,0.135,No,Low Risk
C103036,1.2,30-06-2026,0,5,0.135,Yes,Low Risk
C103037,1.4,06-06-2026,3,5,0.16,No,Medium Risk
C103038,0.9,03-05-2026,3,5,0.16,No,Medium Risk
C103039,0.9,05-06-2026,0,8,0.135,Yes,Low Risk
C103040,0.9,05-06-2026,1,19,0.135,No,Medium Risk
C103041,1.2,25-06-2026,1,7,0.135,No,Medium Risk
C103042,1.1,08-05-2026,0,12,0.135,Yes,Low Risk
C103043,0.8,19-05-2026,1,13,0.135,Yes,Medium Risk
C103044,1.1,29-05-2026,2,11,0.16,No,Medium Risk
C103045,1.4,17-06-2026,3,1,0.195,No,Medium Risk
C103046,1.1,23-06-2026,4,16,0.16,No,Medium Risk
C103047,0.9,13-06-2026,0,4,0.135,No,Low Risk
C103048,0.8,03-06-2026,0,7,0.135,No,Low Risk
C103049,0.8,30-03-2026,0,7,0.16,No,Low Risk
C103050,0.6,28-06-2026,1,10,0.135,No,Medium Risk
C103051,0.7,16-05-2026,1,3,0.17,No,Medium Risk
C103052,1.1,23-06-2026,3,7,0.16,No,Medium Risk
C103053,0.9,25-04-2026,0,12,0.135,No,Low Risk
C103054,0.6,24-06-2026,1,9,0.135,No,Medium Risk
C103055,1.2,18-05-2026,0,14,0.135,No,Low Risk
C103056,0.9,06-06-2026,2,6,0.16,No,Medium Risk
C103057,0.6,04-05-2026,0,7,0.135,No,Low Risk
C103058,0.8,20-06-2026,2,7,0.16,No,Medium Risk
C103059,0.8,20-02-2026,0,8,0.16,No,Low Risk
C103060,0.8,26-01-2026,3,13,0.185,No,Medium Risk
C103061,1.3,27-06-2026,1,11,0.135,No,Medium Risk
C103062,1.1,25-06-2026,1,5,0.135,No,Medium Risk
C103063,0.5,01-05-2026,0,10,0.135,No,Low Risk
C103064,0.7,07-05-2026,2,12,0.16,No,Medium Risk
C103065,0.7,01-05-2026,3,11,0.16,No,Medium Risk
C103066,0.8,06-06-2026,1,7,0.135,No,Medium Risk
C103067,0.8,28-05-2026,0,13,0.135,No,Low Risk
C103068,1.1,16-06-2026,3,11,0.16,No,Medium Risk
C103069,1.2,25-05-2026,0,15,0.135,No,Low Risk
C103070,0.9,22-06-2026,1,13,0.135,No,Medium Risk
C103071,0.9,25-05-2026,0,8,0.135,Yes,Low Risk
C103072,0.8,12-05-2026,0,15,0.135,No,Low Risk
C103073,0.7,26-06-2026,0,6,0.135,No,Low Risk
C103074,0.9,15-06-2026,1,13,0.135,No,Medium Risk
C103075,1.1,28-06-2026,0,7,0.135,No,Low Risk
C103076,0.6,14-06-2026,1,13,0.135,No,Medium Risk
C103077,1.1,13-06-2026,0,13,0.135,No,Low Risk
C103078,0.4,08-01-2026,3,10,0.185,Yes,Medium Risk
C103079,1.3,03-05-2026,0,3,0.17,No,Low Risk
C103080,0.6,08-06-2026,1,7,0.135,No,Medium Risk
C103081,1,10-06-2026,0,14,0.135,No,Low Risk
C103082,1.1,07-06-2026,4,4,0.16,No,Medium Risk
C103083,0.7,16-05-2026,5,12,0.16,No,Medium Risk
C103084,0.8,22-03-2026,2,7,0.185,Yes,Medium Risk
C103085,1,18-06-2026,0,12,0.135,No,Low Risk
C103086,0.8,07-06-2026,0,9,0.135,No,Low Risk
C103087,1.1,11-06-2026,2,17,0.16,No,Medium Risk
C103088,0.8,25-06-2026,0,6,0.135,No,Low Risk
C103089,0.7,27-04-2026,2,9,0.16,No,Medium Risk
C103090,0.9,28-06-2026,0,12,0.135,No,Low Risk
C103091,1,22-06-2026,1,8,0.135,No,Medium Risk
C103092,0.9,29-06-2026,3,14,0.16,No,Medium Risk
C103093,0.8,04-06-2026,3,11,0.16,No,Medium Risk
C103094,1.2,27-05-2026,1,8,0.135,Yes,Medium Risk
C103095,0.8,02-05-2026,0,9,0.135,Yes,Low Risk
C103096,0.9,21-05-2026,1,14,0.135,Yes,Medium Risk
