customer_id,age,gender,city,occupation,annual_income,customer_since,state,income band
C104285,27,Male,Kolkata,Private Employee,572400,15-06-2020,West Bengal,Lower-Middle
C101238,42,Female,Pune,Private Employee,572200,01-12-2019,Maharashtra,Lower-Middle
C102921,41,Female,Kolkata,Private Employee,572200,21-07-2019,West Bengal,Lower-Middle
C100038,46,Female,Kochi,Government Employee,572000,21-07-2022,Kerala,Lower-Middle
C103418,29,Female,Mumbai,Private Employee,572000,12-05-2023,Maharashtra,Lower-Middle
C101505,35,Female,Pune,Self Employed,571900,30-01-2024,Maharashtra,Lower-Middle
C104798,39,Female,Hyderabad,Self Employed,571900,04-03-2020,Telangana,Lower-Middle
C102413,39,Female,Hyderabad,Government Employee,571700,14-09-2025,Telangana,Lower-Middle
C100049,39,Male,Bengaluru,IT Professional,571500,31-12-2025,Karnataka,Lower-Middle
C104402,39,Female,Kolkata,Private Employee,571500,18-07-2022,West Bengal,Lower-Middle
C101592,32,Female,Ahmedabad,IT Professional,571300,10-03-2024,Gujarat,Lower-Middle
C102512,26,Male,Bengaluru,Private Employee,571300,06-01-2020,Karnataka,Lower-Middle
C103385,38,Female,Jaipur,IT Professional,571200,03-06-2022,Rajasthan,Lower-Middle
C104809,31,Female,Hyderabad,Private Employee,571200,26-02-2025,Telangana,Lower-Middle
C104756,26,Male,Pune,Other,571100,12-11-2022,Maharashtra,Lower-Middle
C104905,50,Male,Pune,IT Professional,570600,22-02-2021,Maharashtra,Lower-Middle
C100045,38,Female,Pune,Private Employee,570500,25-09-2022,Maharashtra,Lower-Middle
C104407,30,Male,Bengaluru,IT Professional,570500,09-02-2019,Karnataka,Lower-Middle
C102313,30,Male,Kolkata,Self Employed,570400,28-08-2024,West Bengal,Lower-Middle
C103027,21,Male,Hyderabad,IT Professional,570400,05-08-2024,Telangana,Lower-Middle
C102770,30,Male,Mumbai,Private Employee,570100,09-03-2019,Maharashtra,Lower-Middle
C100902,29,Male,Jaipur,IT Professional,570000,12-05-2019,Rajasthan,Lower-Middle
C102151,39,Male,Hyderabad,Business Owner,570000,02-07-2024,Telangana,Lower-Middle
C104068,28,Other,Kolkata,Private Employee,570000,19-05-2019,West Bengal,Lower-Middle
C101199,48,Male,Bengaluru,Student,569700,27-07-2021,Karnataka,Lower-Middle
C102289,56,Male,Bengaluru,Business Owner,569700,26-10-2023,Karnataka,Lower-Middle
C103905,44,Male,Chennai,IT Professional,569400,26-04-2022,Tamil Nadu,Lower-Middle
C102206,49,Female,Mumbai,Private Employee,569300,21-09-2024,Maharashtra,Lower-Middle
C102711,35,Male,Chennai,Government Employee,569300,06-08-2021,Tamil Nadu,Lower-Middle
C104764,45,Male,Delhi,Student,569200,28-07-2020,Delhi,Lower-Middle
C103051,50,Female,Pune,Government Employee,569100,18-01-2020,Maharashtra,Lower-Middle
C100896,35,Male,Delhi,Business Owner,569000,06-05-2025,Delhi,Lower-Middle
C103481,36,Male,Chennai,Self Employed,568900,02-09-2019,Tamil Nadu,Lower-Middle
C101302,26,Female,Ahmedabad,Private Employee,568400,07-03-2020,Gujarat,Lower-Middle
C101593,37,Female,Bengaluru,Self Employed,568200,17-06-2024,Karnataka,Lower-Middle
C102752,27,Male,Hyderabad,Self Employed,568100,02-02-2020,Telangana,Lower-Middle
C100304,46,Male,Chennai,Student,568000,19-09-2021,Tamil Nadu,Lower-Middle
C101361,47,Male,Chennai,Government Employee,567900,17-09-2022,Tamil Nadu,Lower-Middle
C102833,47,Male,Ahmedabad,IT Professional,567900,15-01-2022,Gujarat,Lower-Middle
C100655,28,Male,Delhi,Private Employee,567700,17-12-2020,Delhi,Lower-Middle
C104782,36,Female,Mumbai,Business Owner,567700,24-12-2021,Maharashtra,Lower-Middle
C101876,39,Male,Pune,IT Professional,567600,08-01-2020,Maharashtra,Lower-Middle
C102049,27,Female,Delhi,Private Employee,567600,21-08-2023,Delhi,Lower-Middle
C103214,38,Male,Mumbai,IT Professional,567400,09-05-2023,Maharashtra,Lower-Middle
C100520,45,Male,Bengaluru,IT Professional,567300,06-04-2022,Karnataka,Lower-Middle
C101471,35,Female,Delhi,Business Owner,566900,25-08-2025,Delhi,Lower-Middle
C102858,42,Male,Jaipur,Private Employee,566800,28-04-2022,Rajasthan,Lower-Middle
C100400,45,Female,Mumbai,Self Employed,566400,13-04-2025,Maharashtra,Lower-Middle
C100928,27,Male,Mumbai,IT Professional,566300,17-04-2022,Maharashtra,Lower-Middle
C100983,32,Male,Ahmedabad,Government Employee,566200,12-04-2024,Gujarat,Lower-Middle
C101454,30,Male,Bengaluru,Private Employee,566200,31-12-2020,Karnataka,Lower-Middle
C102069,30,Female,Mumbai,IT Professional,565900,01-04-2021,Maharashtra,Lower-Middle
C102728,43,Female,Delhi,Self Employed,565900,10-08-2023,Delhi,Lower-Middle
C103102,21,Female,Bengaluru,Private Employee,565900,04-08-2020,Karnataka,Lower-Middle
C103112,45,Male,Hyderabad,Other,565700,21-12-2025,Telangana,Lower-Middle
C104701,38,Female,Chennai,IT Professional,565600,27-06-2024,Tamil Nadu,Lower-Middle
C104818,36,Female,Mumbai,Private Employee,565600,19-10-2020,Maharashtra,Lower-Middle
C101567,29,Male,Kochi,Private Employee,565400,23-08-2023,Kerala,Lower-Middle
C101961,29,Male,Delhi,Government Employee,565400,06-04-2024,Delhi,Lower-Middle
C101880,26,Male,Jaipur,Private Employee,565300,27-05-2025,Rajasthan,Lower-Middle
C100699,39,Female,Bengaluru,Government Employee,565100,20-12-2024,Karnataka,Lower-Middle
C103029,37,Female,Delhi,Private Employee,565100,13-08-2025,Delhi,Lower-Middle
C103502,34,Male,Chennai,IT Professional,565100,18-10-2023,Tamil Nadu,Lower-Middle
C102298,38,Male,Pune,Private Employee,565000,07-04-2020,Maharashtra,Lower-Middle
C101674,46,Male,Kolkata,IT Professional,564900,28-09-2020,West Bengal,Lower-Middle
C102748,49,Male,Bengaluru,Self Employed,564800,30-10-2022,Karnataka,Lower-Middle
C101308,57,Male,Pune,Private Employee,564700,03-08-2024,Maharashtra,Lower-Middle
C104728,33,Male,Pune,Self Employed,564700,18-10-2020,Maharashtra,Lower-Middle
C100219,32,Female,Pune,Private Employee,564600,09-12-2022,Maharashtra,Lower-Middle
C100384,40,Female,Mumbai,Private Employee,564400,24-02-2022,Maharashtra,Lower-Middle
C100591,46,Male,Mumbai,Private Employee,564400,15-09-2022,Maharashtra,Lower-Middle
C101088,39,Female,Jaipur,Student,564300,13-12-2025,Rajasthan,Lower-Middle
C103004,35,Male,Mumbai,IT Professional,564300,18-03-2020,Maharashtra,Lower-Middle
C103491,24,Female,Mumbai,IT Professional,564200,18-06-2023,Maharashtra,Lower-Middle
C103241,21,Female,Ahmedabad,Private Employee,563800,16-01-2022,Gujarat,Lower-Middle
C100919,41,Male,Chennai,Private Employee,563700,02-06-2022,Tamil Nadu,Lower-Middle
C101869,35,Male,Hyderabad,Other,563700,21-05-2019,Telangana,Lower-Middle
C101967,39,Male,Mumbai,Self Employed,563700,08-12-2020,Maharashtra,Lower-Middle
C104827,34,Male,Jaipur,IT Professional,563700,16-12-2025,Rajasthan,Lower-Middle
C104031,52,Female,Bengaluru,IT Professional,563600,05-05-2021,Karnataka,Lower-Middle
C100014,34,Male,Jaipur,IT Professional,563500,19-07-2025,Rajasthan,Lower-Middle
C100127,59,Male,Hyderabad,Self Employed,563100,06-08-2023,Telangana,Lower-Middle
C103872,40,Male,Chennai,Student,563100,01-04-2023,Tamil Nadu,Lower-Middle
C101070,33,Male,Bengaluru,Government Employee,562900,16-03-2024,Karnataka,Lower-Middle
C102324,44,Female,Delhi,IT Professional,562800,14-03-2024,Delhi,Lower-Middle
C104929,21,Other,Pune,Self Employed,562800,17-03-2024,Maharashtra,Lower-Middle
C102149,50,Male,Bengaluru,Private Employee,562700,13-10-2024,Karnataka,Lower-Middle
C104210,36,Female,Bengaluru,IT Professional,562300,07-08-2021,Karnataka,Lower-Middle
C102810,41,Female,Jaipur,IT Professional,562100,04-09-2024,Rajasthan,Lower-Middle
C102599,24,Male,Ahmedabad,Self Employed,562000,23-06-2021,Gujarat,Lower-Middle
C103623,35,Female,Chennai,IT Professional,562000,11-11-2021,Tamil Nadu,Lower-Middle
C104911,53,Female,Kolkata,Government Employee,562000,06-07-2019,West Bengal,Lower-Middle
C102818,27,Female,Delhi,Private Employee,561800,12-05-2019,Delhi,Lower-Middle
C100592,35,Female,Ahmedabad,Government Employee,561700,25-08-2021,Gujarat,Lower-Middle
C101350,24,Female,Hyderabad,IT Professional,561700,23-07-2024,Telangana,Lower-Middle
C102773,37,Female,Delhi,Private Employee,561700,10-06-2023,Delhi,Lower-Middle
C102936,39,Male,Bengaluru,Private Employee,561700,22-01-2020,Karnataka,Lower-Middle
C102989,33,Male,Bengaluru,IT Professional,561700,06-05-2019,Karnataka,Lower-Middle
C100583,23,Male,Bengaluru,Private Employee,561600,05-04-2023,Karnataka,Lower-Middle
C103085,41,Female,Delhi,IT Professional,561200,05-09-2023,Delhi,Lower-Middle
C101371,21,Female,Delhi,Business Owner,561000,07-02-2019,Delhi,Lower-Middle
C104011,38,Male,Delhi,Self Employed,560900,19-01-2019,Delhi,Lower-Middle
C103199,37,Male,Kolkata,Student,560800,23-09-2020,West Bengal,Lower-Middle
C102614,23,Male,Kolkata,Private Employee,560300,08-12-2025,West Bengal,Lower-Middle
C100302,44,Male,Mumbai,Private Employee,559900,29-08-2020,Maharashtra,Lower-Middle
C103393,44,Male,Bengaluru,Government Employee,559900,01-02-2022,Karnataka,Lower-Middle
C104591,44,Female,Bengaluru,Self Employed,559800,06-03-2021,Karnataka,Lower-Middle
C100913,32,Female,Kolkata,Other,559700,03-03-2024,West Bengal,Lower-Middle
C101746,35,Female,Ahmedabad,IT Professional,559700,24-11-2021,Gujarat,Lower-Middle
C101864,38,Male,Mumbai,IT Professional,559700,02-01-2024,Maharashtra,Lower-Middle
C102125,45,Female,Pune,Student,559600,24-02-2020,Maharashtra,Lower-Middle
C102510,40,Male,Ahmedabad,Private Employee,559100,10-06-2025,Gujarat,Lower-Middle
C103171,26,Female,Bengaluru,Government Employee,559100,07-07-2024,Karnataka,Lower-Middle
C103967,32,Female,Pune,Student,559100,08-10-2025,Maharashtra,Lower-Middle
C102649,27,Male,Hyderabad,Business Owner,558700,28-12-2022,Telangana,Lower-Middle
C100776,34,Male,Chennai,Government Employee,558500,30-04-2022,Tamil Nadu,Lower-Middle
C100170,26,Female,Pune,Business Owner,558400,30-11-2024,Maharashtra,Lower-Middle
C103565,41,Female,Delhi,IT Professional,558300,19-12-2024,Delhi,Lower-Middle
C100511,27,Female,Delhi,Private Employee,558200,23-05-2022,Delhi,Lower-Middle
C101636,30,Male,Pune,Self Employed,558100,12-06-2024,Maharashtra,Lower-Middle
C101300,37,Female,Mumbai,Private Employee,557600,04-06-2024,Maharashtra,Lower-Middle
C104168,21,Male,Bengaluru,IT Professional,557600,25-09-2022,Karnataka,Lower-Middle
C101496,25,Male,Delhi,Business Owner,557400,18-05-2021,Delhi,Lower-Middle
C100348,25,Female,Ahmedabad,Private Employee,557100,20-02-2019,Gujarat,Lower-Middle
C100585,39,Female,Kolkata,IT Professional,557000,10-06-2022,West Bengal,Lower-Middle
C101877,34,Male,Jaipur,IT Professional,557000,16-12-2025,Rajasthan,Lower-Middle
C103958,41,Male,Pune,Student,556700,18-07-2024,Maharashtra,Lower-Middle
C104902,31,Other,Delhi,Business Owner,556700,04-09-2021,Delhi,Lower-Middle
C101116,37,Female,Chennai,Business Owner,556600,27-04-2025,Tamil Nadu,Lower-Middle
C101082,35,Male,Hyderabad,Self Employed,556500,26-11-2023,Telangana,Lower-Middle
C102525,41,Male,Delhi,Self Employed,556300,25-05-2025,Delhi,Lower-Middle
C101677,65,Female,Hyderabad,Government Employee,556200,30-08-2024,Telangana,Lower-Middle
C102792,25,Male,Bengaluru,Government Employee,555700,09-06-2024,Karnataka,Lower-Middle
C104468,38,Female,Ahmedabad,Self Employed,555700,04-11-2019,Gujarat,Lower-Middle
C102891,21,Male,Kolkata,Student,555300,29-07-2024,West Bengal,Lower-Middle
C104491,35,Male,Pune,Self Employed,555100,11-11-2019,Maharashtra,Lower-Middle
C101356,51,Male,Pune,Government Employee,555000,29-06-2023,Maharashtra,Lower-Middle
C104306,28,Male,Mumbai,Private Employee,554800,06-11-2023,Maharashtra,Lower-Middle
C101026,34,Male,Delhi,Government Employee,554700,04-03-2019,Delhi,Lower-Middle
C101034,30,Female,Chennai,Government Employee,554700,19-11-2020,Tamil Nadu,Lower-Middle
C101124,21,Male,Pune,Private Employee,554700,04-03-2023,Maharashtra,Lower-Middle
C103392,34,Female,Mumbai,Student,554700,14-06-2023,Maharashtra,Lower-Middle
C104843,23,Male,Ahmedabad,Other,554500,25-11-2022,Gujarat,Lower-Middle
C104148,29,Male,Mumbai,IT Professional,554200,01-03-2021,Maharashtra,Lower-Middle
C104866,32,Female,Bengaluru,IT Professional,554100,20-12-2023,Karnataka,Lower-Middle
C101198,40,Male,Bengaluru,Private Employee,554000,02-03-2019,Karnataka,Lower-Middle
C102291,32,Male,Ahmedabad,IT Professional,554000,13-09-2019,Gujarat,Lower-Middle
C102487,27,Female,Bengaluru,Business Owner,554000,16-04-2025,Karnataka,Lower-Middle
C104249,34,Male,Mumbai,IT Professional,553900,26-01-2025,Maharashtra,Lower-Middle
C100094,47,Male,Chennai,Business Owner,553800,02-12-2023,Tamil Nadu,Lower-Middle
C102615,28,Male,Hyderabad,Private Employee,553800,17-03-2025,Telangana,Lower-Middle
C101782,52,Male,Mumbai,Self Employed,553700,27-02-2023,Maharashtra,Lower-Middle
C102450,45,Female,Delhi,Private Employee,553700,27-04-2025,Delhi,Lower-Middle
C103400,53,Other,Kolkata,Government Employee,553700,21-08-2019,West Bengal,Lower-Middle
C104648,31,Male,Bengaluru,Self Employed,553400,01-09-2021,Karnataka,Lower-Middle
C101465,29,Female,Delhi,Private Employee,552600,17-11-2020,Delhi,Lower-Middle
C101814,36,Female,Chennai,Business Owner,552500,19-01-2019,Tamil Nadu,Lower-Middle
C102258,47,Female,Hyderabad,Student,552200,03-06-2022,Telangana,Lower-Middle
C104375,26,Female,Pune,Private Employee,552000,13-11-2024,Maharashtra,Lower-Middle
C103656,38,Female,Mumbai,Private Employee,551900,20-07-2023,Maharashtra,Lower-Middle
C103484,26,Female,Jaipur,IT Professional,551700,24-06-2022,Rajasthan,Lower-Middle
C100172,49,Male,Delhi,IT Professional,551600,03-10-2020,Delhi,Lower-Middle
C103739,36,Male,Pune,Self Employed,551500,12-01-2022,Maharashtra,Lower-Middle
C102778,22,Other,Bengaluru,Student,551300,21-12-2021,Karnataka,Lower-Middle
C101999,37,Female,Chennai,IT Professional,551200,15-04-2024,Tamil Nadu,Lower-Middle
C102648,37,Male,Bengaluru,Private Employee,551200,27-10-2022,Karnataka,Lower-Middle
C102190,46,Male,Bengaluru,IT Professional,550800,29-03-2025,Karnataka,Lower-Middle
C104144,47,Male,Chennai,IT Professional,550700,21-09-2022,Tamil Nadu,Lower-Middle
C100979,41,Female,Chennai,Private Employee,550400,09-09-2022,Tamil Nadu,Lower-Middle
C104238,37,Male,Kolkata,Other,550200,27-04-2024,West Bengal,Lower-Middle
C104832,40,Female,Pune,IT Professional,550000,28-03-2024,Maharashtra,Lower-Middle
C100632,45,Male,Hyderabad,IT Professional,549800,04-03-2019,Telangana,Lower-Middle
C104812,53,Male,Jaipur,Government Employee,549800,25-05-2021,Rajasthan,Lower-Middle
C104000,32,Female,Hyderabad,Government Employee,549300,03-10-2023,Telangana,Lower-Middle
C104040,45,Other,Kochi,Self Employed,549200,31-01-2022,Kerala,Lower-Middle
C104139,29,Male,Ahmedabad,Self Employed,549200,30-08-2025,Gujarat,Lower-Middle
C102499,33,Female,Chennai,Business Owner,549100,24-02-2025,Tamil Nadu,Lower-Middle
C103812,34,Female,Bengaluru,Private Employee,549100,19-12-2023,Karnataka,Lower-Middle
C100216,40,Female,Delhi,Student,549000,25-11-2025,Delhi,Lower-Middle
C103125,36,Female,Kolkata,Private Employee,548900,12-07-2025,West Bengal,Lower-Middle
C103783,35,Male,Jaipur,Business Owner,548900,27-03-2025,Rajasthan,Lower-Middle
C100465,48,Male,Bengaluru,Private Employee,548600,07-03-2024,Karnataka,Lower-Middle
C104352,34,Male,Delhi,Business Owner,548600,26-04-2024,Delhi,Lower-Middle
C104732,30,Female,Mumbai,Student,548600,12-08-2020,Maharashtra,Lower-Middle
C103366,30,Male,Jaipur,Business Owner,548100,03-10-2024,Rajasthan,Lower-Middle
C100248,21,Male,Hyderabad,Private Employee,548000,05-02-2023,Telangana,Lower-Middle
C101579,24,Other,Hyderabad,Self Employed,547800,04-11-2023,Telangana,Lower-Middle
C103528,33,Male,Bengaluru,IT Professional,547800,26-06-2024,Karnataka,Lower-Middle
C102612,29,Male,Bengaluru,Business Owner,547600,13-03-2024,Karnataka,Lower-Middle
C102661,33,Female,Kolkata,Self Employed,547600,20-04-2020,West Bengal,Lower-Middle
C100454,31,Male,Ahmedabad,IT Professional,547300,14-02-2021,Gujarat,Lower-Middle
C102451,27,Male,Chennai,Private Employee,547300,31-07-2025,Tamil Nadu,Lower-Middle
C100326,33,Male,Delhi,Private Employee,547200,02-09-2023,Delhi,Lower-Middle
C102707,35,Male,Delhi,Self Employed,547200,30-12-2024,Delhi,Lower-Middle
C103034,40,Male,Delhi,Business Owner,547200,04-03-2023,Delhi,Lower-Middle
C102402,25,Male,Mumbai,Business Owner,547100,15-03-2022,Maharashtra,Lower-Middle
C103587,36,Male,Kolkata,IT Professional,546900,23-11-2025,West Bengal,Lower-Middle
C100029,35,Other,Chennai,Private Employee,546800,12-12-2023,Tamil Nadu,Lower-Middle
C103879,36,Male,Pune,Self Employed,546400,23-04-2023,Maharashtra,Lower-Middle
C100106,45,Female,Mumbai,Private Employee,546300,10-03-2024,Maharashtra,Lower-Middle
C104165,29,Female,Hyderabad,Business Owner,546300,20-12-2023,Telangana,Lower-Middle
C100435,27,Male,Bengaluru,Private Employee,546000,01-05-2021,Karnataka,Lower-Middle
C100916,48,Female,Mumbai,Government Employee,545800,30-12-2024,Maharashtra,Lower-Middle
C100781,43,Other,Mumbai,Business Owner,545700,28-11-2021,Maharashtra,Lower-Middle
C103153,34,Male,Mumbai,Self Employed,545400,25-06-2020,Maharashtra,Lower-Middle
C103479,46,Male,Chennai,Self Employed,545400,10-09-2020,Tamil Nadu,Lower-Middle
C103113,54,Male,Jaipur,Government Employee,545300,11-09-2023,Rajasthan,Lower-Middle
C102701,42,Female,Mumbai,Private Employee,544800,16-02-2025,Maharashtra,Lower-Middle
C100395,26,Male,Chennai,Business Owner,544600,15-06-2021,Tamil Nadu,Lower-Middle
C102915,21,Female,Delhi,Private Employee,544600,10-02-2022,Delhi,Lower-Middle
C104406,28,Male,Jaipur,Government Employee,544600,06-09-2025,Rajasthan,Lower-Middle
C101073,37,Male,Pune,Private Employee,544500,24-02-2019,Maharashtra,Lower-Middle
C104750,45,Female,Bengaluru,Student,544400,12-09-2021,Karnataka,Lower-Middle
C100670,37,Male,Pune,Student,544300,25-09-2019,Maharashtra,Lower-Middle
C101547,41,Male,Bengaluru,Self Employed,544300,13-03-2019,Karnataka,Lower-Middle
C101473,31,Male,Pune,IT Professional,544100,27-10-2021,Maharashtra,Lower-Middle
C100333,36,Male,Pune,Student,544000,10-03-2023,Maharashtra,Lower-Middle
C100814,48,Female,Chennai,Private Employee,543800,07-03-2023,Tamil Nadu,Lower-Middle
C103904,53,Female,Delhi,Government Employee,543800,10-12-2024,Delhi,Lower-Middle
C104137,36,Female,Mumbai,Student,543800,23-01-2024,Maharashtra,Lower-Middle
C100438,36,Female,Kochi,Private Employee,543500,24-08-2025,Kerala,Lower-Middle
C100909,21,Female,Pune,Government Employee,543500,07-02-2024,Maharashtra,Lower-Middle
C103766,41,Male,Ahmedabad,Private Employee,543400,29-02-2020,Gujarat,Lower-Middle
C104912,26,Male,Mumbai,IT Professional,543400,25-02-2024,Maharashtra,Lower-Middle
C104183,38,Female,Ahmedabad,Business Owner,543100,01-01-2020,Gujarat,Lower-Middle
C100827,28,Female,Bengaluru,Student,542900,16-03-2019,Karnataka,Lower-Middle
C104861,45,Male,Kolkata,Business Owner,542900,13-08-2019,West Bengal,Lower-Middle
C101672,37,Female,Bengaluru,Private Employee,542800,05-07-2019,Karnataka,Lower-Middle
C104589,47,Female,Mumbai,Government Employee,542500,16-09-2023,Maharashtra,Lower-Middle
C101944,28,Male,Mumbai,IT Professional,542400,01-01-2024,Maharashtra,Lower-Middle
C100093,21,Male,Bengaluru,Private Employee,542200,14-01-2020,Karnataka,Lower-Middle
C103446,29,Female,Mumbai,Private Employee,542200,07-05-2020,Maharashtra,Lower-Middle
C104670,40,Female,Mumbai,Government Employee,542100,26-07-2020,Maharashtra,Lower-Middle
C101591,35,Female,Delhi,Self Employed,542000,21-08-2022,Delhi,Lower-Middle
C102922,36,Female,Chennai,Self Employed,541900,02-11-2025,Tamil Nadu,Lower-Middle
C103185,51,Male,Mumbai,IT Professional,541900,19-08-2025,Maharashtra,Lower-Middle
C101857,32,Male,Bengaluru,Government Employee,541700,21-01-2019,Karnataka,Lower-Middle
C103224,28,Female,Chennai,Business Owner,541700,26-04-2025,Tamil Nadu,Lower-Middle
C103854,37,Female,Pune,Student,541400,12-02-2023,Maharashtra,Lower-Middle
C104177,28,Male,Mumbai,Business Owner,541400,03-06-2023,Maharashtra,Lower-Middle
C101207,33,Female,Mumbai,Business Owner,541300,21-06-2019,Maharashtra,Lower-Middle
C102246,21,Female,Jaipur,Self Employed,540900,07-12-2023,Rajasthan,Lower-Middle
C102310,44,Female,Pune,Private Employee,540900,29-05-2020,Maharashtra,Lower-Middle
C101765,61,Male,Chennai,Private Employee,540700,07-07-2021,Tamil Nadu,Lower-Middle
C103537,38,Female,Bengaluru,Private Employee,540600,13-07-2022,Karnataka,Lower-Middle
C104754,43,Female,Chennai,Government Employee,540600,23-01-2021,Tamil Nadu,Lower-Middle
C102993,41,Female,Pune,IT Professional,540500,29-07-2020,Maharashtra,Lower-Middle
C104413,42,Male,Delhi,IT Professional,540500,19-05-2022,Delhi,Lower-Middle
C100694,25,Male,Ahmedabad,Self Employed,540100,20-09-2022,Gujarat,Lower-Middle
C103581,28,Male,Kolkata,Business Owner,540100,05-06-2024,West Bengal,Lower-Middle
C100244,39,Female,Ahmedabad,Self Employed,539800,14-12-2022,Gujarat,Lower-Middle
C102645,39,Female,Hyderabad,IT Professional,539800,18-07-2021,Telangana,Lower-Middle
C102800,40,Male,Delhi,Student,539800,02-12-2025,Delhi,Lower-Middle
C100031,33,Male,Mumbai,Self Employed,539600,16-07-2020,Maharashtra,Lower-Middle
C103944,33,Female,Bengaluru,IT Professional,539500,17-06-2025,Karnataka,Lower-Middle
C104619,31,Female,Chennai,Government Employee,539500,04-04-2020,Tamil Nadu,Lower-Middle
C101629,44,Male,Kochi,Self Employed,539400,19-01-2021,Kerala,Lower-Middle
C103097,35,Other,Jaipur,Government Employee,539300,01-06-2021,Rajasthan,Lower-Middle
C102180,40,Female,Hyderabad,IT Professional,539200,15-04-2019,Telangana,Lower-Middle
C103595,45,Male,Delhi,IT Professional,539100,30-11-2020,Delhi,Lower-Middle
C100976,37,Male,Mumbai,Student,539000,28-06-2023,Maharashtra,Lower-Middle
C104578,37,Male,Hyderabad,Business Owner,539000,16-07-2022,Telangana,Lower-Middle
C104567,36,Female,Chennai,Business Owner,538700,20-05-2021,Tamil Nadu,Lower-Middle
C103747,44,Male,Kolkata,Private Employee,538300,17-09-2025,West Bengal,Lower-Middle
C102636,39,Female,Mumbai,Government Employee,538200,10-03-2023,Maharashtra,Lower-Middle
C101633,43,Male,Hyderabad,IT Professional,538000,25-11-2020,Telangana,Lower-Middle
C103151,35,Male,Hyderabad,Self Employed,538000,30-04-2025,Telangana,Lower-Middle
C100194,25,Male,Mumbai,IT Professional,537600,14-04-2024,Maharashtra,Lower-Middle
C104128,27,Female,Pune,Other,537300,14-03-2021,Maharashtra,Lower-Middle
C102799,45,Female,Pune,Private Employee,537200,28-12-2020,Maharashtra,Lower-Middle
C103951,41,Female,Bengaluru,Government Employee,537000,09-01-2025,Karnataka,Lower-Middle
C104038,39,Female,Bengaluru,Self Employed,536800,30-08-2022,Karnataka,Lower-Middle
C101357,27,Male,Hyderabad,IT Professional,536700,09-08-2021,Telangana,Lower-Middle
C100543,28,Male,Mumbai,Private Employee,536600,01-04-2019,Maharashtra,Lower-Middle
C103950,21,Female,Ahmedabad,IT Professional,536600,30-09-2024,Gujarat,Lower-Middle
C104424,37,Male,Delhi,Government Employee,536500,16-04-2024,Delhi,Lower-Middle
C104281,31,Female,Jaipur,Other,536400,26-07-2019,Rajasthan,Lower-Middle
C100738,41,Female,Kolkata,IT Professional,536200,11-01-2024,West Bengal,Lower-Middle
C103949,54,Female,Jaipur,IT Professional,536100,28-03-2024,Rajasthan,Lower-Middle
C104520,24,Male,Hyderabad,Private Employee,535900,23-01-2024,Telangana,Lower-Middle
C100308,41,Female,Chennai,IT Professional,535800,07-09-2021,Tamil Nadu,Lower-Middle
C100132,44,Male,Mumbai,Student,535700,25-12-2023,Maharashtra,Lower-Middle
C102982,39,Male,Bengaluru,Self Employed,535500,12-04-2021,Karnataka,Lower-Middle
C101068,32,Male,Ahmedabad,Private Employee,535400,16-02-2021,Gujarat,Lower-Middle
C104185,41,Male,Mumbai,Private Employee,535400,30-03-2020,Maharashtra,Lower-Middle
C100789,29,Female,Chennai,Private Employee,535300,03-09-2024,Tamil Nadu,Lower-Middle
C102885,45,Male,Delhi,Student,535100,18-09-2022,Delhi,Lower-Middle
C104245,40,Female,Bengaluru,Private Employee,534700,05-05-2023,Karnataka,Lower-Middle
C104898,26,Male,Bengaluru,IT Professional,534700,19-05-2023,Karnataka,Lower-Middle
C100564,45,Female,Bengaluru,Private Employee,534600,29-04-2022,Karnataka,Lower-Middle
C100685,36,Male,Chennai,Other,534600,22-08-2022,Tamil Nadu,Lower-Middle
C104215,40,Male,Kochi,Other,534600,23-12-2025,Kerala,Lower-Middle
C103009,26,Male,Ahmedabad,IT Professional,534500,29-12-2019,Gujarat,Lower-Middle
C103999,33,Female,Kochi,Private Employee,534300,04-11-2020,Kerala,Lower-Middle
C104881,37,Female,Hyderabad,Private Employee,534200,30-08-2022,Telangana,Lower-Middle
C100430,39,Female,Bengaluru,IT Professional,533900,18-11-2023,Karnataka,Lower-Middle
C104242,25,Male,Bengaluru,Government Employee,533800,31-08-2022,Karnataka,Lower-Middle
C101028,32,Male,Delhi,Business Owner,533500,23-10-2020,Delhi,Lower-Middle
C104516,23,Female,Kolkata,Self Employed,533300,23-11-2025,West Bengal,Lower-Middle
C100946,40,Female,Mumbai,Other,533200,17-07-2023,Maharashtra,Lower-Middle
C101044,44,Female,Bengaluru,Business Owner,533200,16-09-2021,Karnataka,Lower-Middle
C101330,32,Male,Bengaluru,Private Employee,533200,28-12-2025,Karnataka,Lower-Middle
C100822,48,Male,Kolkata,IT Professional,533100,08-07-2021,West Bengal,Lower-Middle
C102269,29,Female,Mumbai,Self Employed,533100,11-12-2024,Maharashtra,Lower-Middle
C101214,25,Female,Chennai,Self Employed,532900,01-03-2023,Tamil Nadu,Lower-Middle
C101273,37,Male,Hyderabad,IT Professional,532900,10-12-2023,Telangana,Lower-Middle
C104032,28,Female,Bengaluru,Private Employee,532900,26-08-2024,Karnataka,Lower-Middle
C101293,35,Female,Mumbai,Private Employee,532800,24-01-2020,Maharashtra,Lower-Middle
C101069,33,Female,Kochi,Student,532700,21-01-2023,Kerala,Lower-Middle
C101462,48,Male,Chennai,IT Professional,532700,07-03-2025,Tamil Nadu,Lower-Middle
