loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_status,loan_date
L400889,C101189,Home,697109.44,11.1,Closed,08-04-2025
L400890,C104044,Personal,529539.07,7.05,Closed,07-06-2026
L400891,C102243,Education,1576937.99,8.81,Defaulted,08-03-2024
L400892,C104111,Auto,413086.43,15.33,Active,22-02-2023
L400893,C102894,Home,954369.17,13.05,Closed,29-01-2023
L400894,C100533,Auto,887125.6,10.46,Defaulted,28-03-2026
L400895,C102033,Personal,105625.73,12.65,Closed,26-05-2025
L400896,C100828,Personal,1550159.21,14.55,Active,13-05-2025
L400897,C104647,Home,373152.79,7.88,Closed,20-06-2026
L400898,C103557,Home,630533.82,8.66,Active,24-12-2024
L400899,C104394,Personal,574738.85,11.66,Active,14-11-2024
L400900,C100048,Auto,904359.28,13.08,Active,30-10-2023
L400901,C101851,Auto,191279.52,7.15,Active,28-05-2026
L400902,C102020,Auto,457802.89,7.22,Rejected,20-08-2025
L400903,C104547,Education,195943.37,9.62,Closed,23-09-2023
L400904,C104934,Personal,303611,13.67,Active,19-05-2025
L400905,C104036,Personal,1905201.14,13.95,Closed,11-06-2024
L400906,C104728,Education,320510.08,11.78,Active,10-02-2024
L400907,C102630,Auto,1389253.01,8.13,Active,20-02-2025
L400908,C104974,Auto,131474.97,7.75,Closed,26-12-2025
L400909,C101467,Home,1363998.28,8.1,Active,17-07-2024
L400910,C103534,Home,663402.25,13.54,Closed,16-05-2026
L400911,C104214,Home,502353.78,8.4,Rejected,19-04-2026
L400912,C102395,Auto,900402.29,15.38,Active,26-11-2023
L400913,C102809,Home,872446.78,11.19,Closed,23-07-2023
L400914,C102329,Home,562679.53,14.31,Closed,02-08-2025
L400915,C102771,Personal,1133246.14,14.32,Rejected,13-09-2024
L400916,C100288,Business,819781.19,8.77,Rejected,21-05-2024
L400917,C104928,Personal,270287.09,11.79,Active,03-11-2025
L400918,C104152,Education,766674.78,8.74,Active,08-05-2025
L400919,C103732,Education,535079.35,9.34,Defaulted,12-09-2025
L400920,C101212,Auto,327162.51,13.68,Active,19-07-2023
L400921,C104805,Home,355538.03,11.07,Rejected,04-10-2025
L400922,C102616,Education,1754306.82,14.04,Closed,13-12-2025
L400923,C101356,Personal,398380.39,10.95,Rejected,16-03-2023
L400924,C104203,Business,225643.15,14.53,Active,16-05-2026
L400925,C100873,Home,494572.59,8.05,Closed,05-09-2024
L400926,C104915,Business,396573.47,10.6,Closed,21-11-2025
L400927,C101007,Home,493854.32,7.14,Active,14-02-2025
L400928,C100852,Auto,640841.72,12.32,Rejected,18-08-2025
L400929,C103278,Auto,353320.35,8.48,Active,14-06-2026
L400930,C100813,Personal,1002102.17,8.68,Defaulted,12-11-2025
L400931,C103481,Education,537815.44,7.01,Closed,26-07-2023
L400932,C100400,Business,859388.29,7,Rejected,01-05-2023
L400933,C101992,Home,1087804.31,10.13,Closed,12-04-2025
L400934,C102416,Home,355655.12,10.77,Closed,31-03-2025
L400935,C103640,Auto,445687.55,13.67,Active,17-03-2025
L400936,C100169,Personal,1015648.97,15.33,Closed,16-04-2024
L400937,C100077,Home,382285.51,14.59,Active,27-10-2023
L400938,C102027,Auto,207053.08,12.87,Defaulted,11-05-2023
L400939,C100353,Auto,107684.24,15.01,Active,20-04-2024
L400940,C100081,Auto,319936.14,13.96,Closed,27-06-2024
L400941,C100134,Education,615725.91,8.13,Active,18-04-2024
L400942,C103968,Business,1566167.57,11.79,Active,03-03-2026
L400943,C102380,Education,444937.07,8.14,Rejected,03-03-2023
L400944,C101932,Education,533590.94,14.3,Active,24-06-2026
L400945,C102951,Home,315779.58,10.5,Active,03-02-2025
L400946,C103273,Business,451205.44,14.82,Closed,05-01-2023
L400947,C104635,Home,689588.7,10.39,Active,04-03-2025
L400948,C100068,Auto,727732.39,7.89,Closed,17-04-2025
L400949,C103295,Personal,613166.6,10.82,Closed,02-02-2026
L400950,C104424,Business,615166.43,14.14,Active,22-01-2024
L400951,C101069,Personal,456020.77,8.89,Active,09-01-2026
L400952,C103002,Business,442679.24,12.02,Active,21-01-2023
L400953,C100210,Home,603246.1,8.38,Rejected,05-01-2025
L400954,C104782,Auto,1666257.23,14.49,Closed,01-11-2025
L400955,C100761,Personal,525939.21,10.09,Closed,22-10-2024
L400956,C100435,Home,316443.75,15.41,Active,13-05-2025
L400957,C104024,Business,1135177.52,7.93,Rejected,20-05-2026
L400958,C104559,Auto,420191.83,13.74,Closed,10-03-2025
L400959,C100272,Personal,162552.93,12.24,Closed,27-12-2023
L400960,C104128,Personal,725638.23,13.33,Defaulted,26-11-2024
L400961,C102252,Personal,413513.3,8.31,Closed,23-04-2026
L400962,C100282,Education,368980.51,14.1,Active,27-05-2026
L400963,C101436,Personal,2004502.19,11.1,Active,19-03-2026
L400964,C100624,Business,556988.18,9.69,Closed,08-04-2024
L400965,C100241,Home,445132.82,7.23,Closed,16-09-2025
L400966,C103443,Personal,1411981.41,14.84,Active,29-03-2023
L400967,C103149,Education,93845.37,15.5,Active,18-06-2023
L400968,C104622,Home,113690.48,10.1,Active,16-11-2024
L400969,C100249,Education,697416.52,13.82,Closed,26-02-2024
L400970,C103650,Personal,545060.42,9.85,Active,10-06-2024
L400971,C101175,Home,1281795.4,12.6,Closed,13-10-2025
L400972,C103460,Home,437693.51,8.14,Rejected,30-08-2024
L400973,C101503,Business,1233505.58,14.71,Active,04-01-2023
L400974,C100936,Home,1720627.85,7.74,Closed,12-07-2025
L400975,C103718,Auto,471494.56,14.92,Closed,24-11-2025
L400976,C102583,Home,1118084.1,10.45,Active,15-05-2024
L400977,C102269,Auto,163240.63,10.05,Active,31-05-2023
L400978,C101428,Personal,935830.37,7.8,Active,19-02-2026
L400979,C104962,Personal,1259899.81,13.97,Closed,27-03-2025
L400980,C100982,Business,563513.09,15,Closed,29-03-2026
L400981,C101630,Auto,159237.45,12.36,Active,03-03-2024
L400982,C103742,Home,728931.95,13.62,Active,11-01-2026
L400983,C102398,Home,424591.68,15.45,Closed,30-10-2024
L400984,C100455,Personal,389955.97,13.67,Active,24-07-2023
L400985,C103301,Education,219980.35,7.69,Closed,10-04-2024
L400986,C104348,Personal,466060.6,8.4,Active,15-06-2026
L400987,C101764,Auto,1681110.78,14.29,Rejected,18-08-2023
L400988,C102725,Personal,236344.98,9.5,Active,29-06-2023
L400989,C103366,Personal,245110.6,12.36,Active,02-05-2026
L400990,C103865,Business,416292,14.13,Closed,29-07-2025
L400991,C101657,Personal,211392.38,8.1,Active,23-11-2025
L400992,C100747,Personal,1169412.09,12.08,Active,03-05-2025
L400993,C103787,Business,509536.52,10.78,Active,01-07-2023
L400994,C104246,Auto,330142.93,7.27,Rejected,13-05-2025
L400995,C101514,Personal,293178.95,10.29,Active,21-05-2026
L400996,C104907,Home,568346.64,10.13,Rejected,20-02-2026
L400997,C102092,Personal,196013.56,11.54,Active,22-07-2025
L400998,C101213,Auto,311095.63,14.44,Active,15-08-2025
L400999,C104793,Home,288288.76,10.49,Active,14-05-2023
L401000,C100181,Home,1268414.63,9.25,Closed,16-01-2023
L401001,C103874,Personal,1397931.14,9.12,Rejected,03-04-2026
L401002,C100677,Business,512455.94,9.7,Active,27-06-2023
L401003,C104885,Home,489587.62,14.34,Rejected,04-01-2024
L401004,C100483,Home,700293.66,9.5,Active,28-09-2024
L401005,C104756,Personal,722936.56,7.17,Closed,24-05-2023
L401006,C103601,Personal,1565363.89,7.75,Active,08-08-2023
L401007,C101192,Personal,172070.43,7.98,Closed,22-01-2025
L401008,C104473,Personal,765713.59,10.49,Closed,27-06-2023
L401009,C103888,Personal,494068.23,9.35,Closed,01-02-2024
L401010,C103372,Home,975250.71,12.39,Closed,28-10-2023
L401011,C104250,Home,165099.17,15.25,Active,30-05-2024
L401012,C100092,Personal,326584.57,10.07,Closed,23-01-2023
L401013,C101068,Education,383711.78,8.33,Active,07-11-2023
L401014,C102194,Personal,314097.7,10.76,Rejected,05-07-2024
L401015,C103452,Auto,469331.05,10.26,Closed,06-07-2024
L401016,C101973,Auto,1173135.47,11.94,Rejected,19-01-2025
L401017,C100638,Education,292286.71,9.17,Closed,23-05-2023
L401018,C104909,Personal,185336.22,13.88,Active,11-02-2024
L401019,C100128,Personal,183666.44,7.75,Closed,30-01-2025
L401020,C102726,Personal,395721.29,9.5,Closed,24-02-2024
L401021,C102838,Auto,917611.89,7.99,Closed,17-02-2025
L401022,C102947,Personal,883409.48,13.91,Active,20-03-2026
L401023,C104181,Auto,129601.43,9.24,Closed,07-04-2025
L401024,C103213,Auto,602557.28,13.79,Active,30-04-2023
L401025,C100964,Education,301254.62,14.17,Closed,09-01-2025
L401026,C100952,Auto,1407544.05,13.5,Active,20-09-2025
L401027,C103844,Home,519794.88,14.24,Closed,04-05-2026
L401028,C103697,Auto,692418.32,9.12,Closed,11-04-2023
L401029,C102353,Business,492049.75,8.22,Active,11-02-2025
L401030,C101632,Home,995349.07,10.69,Closed,01-01-2024
L401031,C103260,Education,353785.29,13.2,Rejected,19-05-2023
L401032,C102156,Personal,146534.87,11.11,Closed,20-04-2025
L401033,C104982,Home,888233.52,12.28,Active,09-12-2025
L401034,C104819,Business,286351.86,15.41,Active,13-01-2025
L401035,C101554,Business,1407865.49,9.61,Active,24-01-2023
L401036,C103722,Auto,252604.42,15.46,Active,15-09-2025
L401037,C101913,Home,791804.12,9.34,Active,11-03-2025
L401038,C100982,Home,2923520.02,8.62,Active,31-03-2026
L401039,C100865,Personal,764354.72,9.3,Active,03-06-2025
L401040,C102995,Education,129806.63,12.42,Closed,23-06-2024
L401041,C100559,Home,483084.87,7.29,Active,16-04-2025
L401042,C104771,Business,79433.57,15.34,Active,09-11-2025
L401043,C102541,Personal,405312.58,9.35,Closed,19-11-2025
L401044,C101933,Home,510984.03,8.3,Active,22-08-2024
L401045,C103539,Business,392472.53,13.54,Active,31-05-2023
L401046,C101001,Education,1804053.69,13.42,Active,03-04-2026
L401047,C101444,Personal,893363.32,11.96,Active,16-02-2026
L401048,C100958,Auto,1446342.55,12.37,Active,19-08-2023
L401049,C103573,Personal,683574.78,14.09,Rejected,11-08-2024
L401050,C102793,Personal,525841.2,12.74,Active,18-02-2025
L401051,C104226,Personal,855143.66,11.22,Closed,17-02-2025
L401052,C100292,Personal,614984.3,7.58,Active,12-04-2024
L401053,C101020,Personal,602969.96,15.1,Rejected,02-03-2024
L401054,C103060,Auto,1308823.37,15.23,Active,03-11-2023
L401055,C101163,Home,858237.67,8.58,Active,11-05-2025
L401056,C103878,Personal,580702.35,12.28,Rejected,26-02-2025
L401057,C103424,Auto,866075.22,11.57,Closed,16-01-2026
L401058,C101827,Business,817644.96,13.77,Closed,17-06-2024
L401059,C103897,Education,437548.14,8.39,Active,03-12-2024
L401060,C100628,Business,867351.62,8.09,Closed,07-02-2025
L401061,C102853,Personal,533957.3,14.83,Defaulted,08-05-2026
L401062,C104632,Home,742404.22,12.53,Closed,08-06-2025
L401063,C103943,Auto,1081239.01,14.78,Active,22-08-2023
L401064,C104307,Auto,555266.5,15.43,Active,14-11-2023
L401065,C102099,Business,1046829.31,7.06,Closed,17-02-2023
L401066,C102787,Personal,218845.47,10.73,Active,31-08-2024
L401067,C103699,Home,663661.7,12.15,Active,04-09-2023
L401068,C103260,Home,290376.01,9.15,Closed,06-01-2026
L401069,C100151,Personal,481265.2,13.5,Active,18-02-2026
L401070,C103827,Personal,3934471.37,14.67,Closed,04-05-2026
L401071,C101032,Home,484528.03,12.75,Closed,02-12-2023
L401072,C103118,Education,1680550.18,14.42,Closed,03-09-2025
L401073,C101663,Home,249996.26,10.57,Closed,26-08-2024
L401074,C101127,Personal,610219.18,11.83,Closed,09-09-2025
L401075,C101531,Personal,343001.28,11.27,Closed,29-04-2023
L401076,C101620,Education,460604.29,10.85,Active,15-05-2025
L401077,C102426,Home,52064.66,13.51,Closed,02-05-2024
L401078,C101886,Personal,186994.96,8.43,Closed,02-02-2024
L401079,C103819,Home,211725.05,12.17,Active,08-09-2025
L401080,C101748,Business,697121.06,8.8,Active,22-05-2026
L401081,C104522,Personal,249975.11,10.73,Closed,10-03-2023
L401082,C104541,Auto,346461.94,7.42,Active,24-10-2024
L401083,C101479,Auto,758496.11,13.89,Rejected,13-05-2024
L401084,C100967,Home,764053.52,7.1,Active,16-06-2024
L401085,C102737,Personal,776865.49,7.3,Active,06-11-2023
L401086,C102429,Business,491730.87,15.38,Closed,04-11-2023
L401087,C100337,Personal,487442.72,15.28,Closed,22-01-2026
L401088,C103220,Business,451146.4,15.04,Rejected,06-02-2024
L401089,C104132,Personal,386535.71,11.96,Active,23-02-2026
L401090,C104427,Home,1402417.06,10.37,Active,06-05-2023
L401091,C100001,Auto,137976.32,15.41,Active,05-09-2023
L401092,C103162,Education,484321.72,11.68,Active,30-10-2025
L401093,C102318,Business,775677.26,13.3,Rejected,05-02-2024
L401094,C102612,Home,763981.99,7.73,Active,22-04-2025
L401095,C100988,Business,458295.85,9.34,Rejected,21-05-2024
L401096,C100015,Personal,1019874.55,7.59,Rejected,12-04-2025
L401097,C101893,Education,142535.95,13.78,Closed,08-03-2025
L401098,C103885,Auto,912032.63,11.04,Closed,19-08-2025
L401099,C100464,Education,879464.08,12.18,Active,06-09-2023
L401100,C102758,Education,194381.63,8.6,Active,10-04-2023
L401101,C101836,Home,134703.37,7.04,Active,06-01-2023
L401102,C100060,Auto,1252793.87,11.28,Closed,18-01-2023
L401103,C103231,Education,389524.56,14.66,Closed,21-08-2023
L401104,C102174,Education,221841.94,9.94,Active,17-09-2024
L401105,C103880,Home,1047732.33,15.29,Closed,21-03-2024
L401106,C101825,Auto,564584.01,10.71,Closed,08-04-2025
L401107,C103595,Auto,572532.64,12.28,Rejected,05-12-2024
L401108,C103153,Home,1421121.05,14.02,Active,22-12-2025
L401109,C102371,Business,498286.61,11.34,Closed,22-12-2025
L401110,C104412,Personal,507804.28,14.38,Active,05-03-2023
L401111,C101893,Auto,1242197.48,9.04,Closed,26-08-2025
L401112,C100271,Auto,143032.49,13.33,Rejected,02-08-2025
L401113,C100495,Education,752483.96,14.47,Closed,19-02-2023
L401114,C104144,Business,539387.31,7.97,Active,13-05-2025
L401115,C100129,Business,884853.88,7.47,Rejected,01-02-2026
L401116,C103695,Education,380971.49,9.26,Active,04-06-2023
L401117,C104687,Education,311714.28,7.26,Active,21-03-2025
L401118,C102479,Personal,965724.82,13.24,Active,03-06-2026
L401119,C100207,Business,436174.28,12.43,Rejected,20-05-2023
L401120,C102197,Home,332543.52,10.74,Active,19-11-2023
L401121,C100346,Home,269115.09,14.49,Active,17-11-2025
L401122,C100301,Personal,305389.42,14.31,Defaulted,08-09-2024
L401123,C102132,Personal,890091.3,7.05,Active,11-10-2024
L401124,C103559,Home,220908.35,13.91,Closed,01-08-2023
L401125,C103960,Education,517126.05,8.6,Closed,26-05-2023
L401126,C102972,Education,255141.93,14.35,Active,30-03-2023
L401127,C104428,Auto,339099.39,7.22,Rejected,19-03-2026
L401128,C100701,Business,2374713.76,10.78,Closed,10-08-2023
L401129,C104779,Personal,125525.06,12.62,Active,03-12-2023
L401130,C103014,Business,202960.13,8.36,Closed,08-01-2023
L401131,C102739,Home,582378.61,7.32,Rejected,19-12-2023
L401132,C101582,Personal,186024.69,15.02,Closed,28-09-2023
L401133,C101428,Personal,254287.12,10.55,Active,01-04-2025
L401134,C103034,Personal,1254923.22,7.48,Active,23-11-2025
L401135,C100881,Auto,433832.34,7.21,Active,03-03-2025
L401136,C101733,Home,169413.36,9.81,Closed,25-04-2024
L401137,C103202,Auto,1258844.1,11.87,Defaulted,12-03-2024
L401138,C104121,Education,130578.55,11.29,Rejected,10-05-2025
L401139,C103730,Auto,367923.94,15.02,Active,02-01-2025
L401140,C100869,Education,1192386.42,14.17,Active,15-07-2025
L401141,C103218,Auto,367289.09,11.69,Rejected,12-08-2024
L401142,C102187,Auto,177010.6,14.08,Closed,29-01-2023
L401143,C103847,Education,2198410.81,7.1,Active,30-04-2023
L401144,C104375,Auto,120859.47,14.35,Active,04-09-2025
L401145,C100432,Auto,695582.95,9.96,Closed,16-12-2024
L401146,C100518,Personal,620194.63,13.78,Closed,23-05-2025
L401147,C103782,Education,1075698.28,8.38,Active,08-03-2023
L401148,C102346,Business,226758.43,14.6,Active,18-12-2023
L401149,C101686,Home,1625000.98,13.49,Active,21-12-2023
L401150,C100724,Business,1905670.94,7.05,Closed,29-06-2023
L401151,C104569,Personal,537330.82,11.21,Active,04-04-2023
L401152,C101961,Personal,165010.31,9.56,Closed,13-10-2025
L401153,C100279,Personal,496451.46,13.99,Rejected,17-01-2023
L401154,C100586,Home,283521.06,12.12,Defaulted,24-04-2023
L401155,C103584,Business,282622.53,15.14,Active,05-08-2023
L401156,C100300,Personal,289765.08,11.19,Active,16-09-2024
L401157,C101473,Home,841922.45,13.78,Active,01-06-2025
L401158,C101626,Home,359460.06,9.92,Closed,27-02-2024
L401159,C101908,Business,299822.59,12.49,Rejected,13-09-2024
L401160,C102028,Business,563665.05,12.5,Active,21-01-2025
L401161,C103715,Personal,437655.08,7.23,Rejected,12-03-2025
L401162,C100972,Personal,515794.17,10.41,Active,07-01-2025
L401163,C102091,Education,215947.81,12.65,Closed,25-02-2024
L401164,C101465,Auto,1021536.52,9.41,Closed,26-05-2024
L401165,C100641,Education,445973.51,10.23,Closed,09-03-2024
L401166,C100095,Business,367182.56,7.27,Rejected,05-12-2024
L401167,C104586,Personal,644759.21,8.46,Closed,07-01-2024
L401168,C100529,Personal,294293.74,14.84,Active,24-06-2026
L401169,C104981,Auto,408078.89,11.46,Closed,18-01-2023
L401170,C100504,Personal,811164.77,7.87,Active,01-03-2024
L401171,C102013,Business,584997.13,7.23,Active,25-08-2023
L401172,C101821,Personal,158745.26,8.97,Defaulted,15-09-2025
L401173,C101256,Personal,1302924.67,10.45,Closed,21-04-2026
L401174,C103429,Personal,119913.44,8.43,Closed,06-08-2023
L401175,C102466,Business,341509.39,7.98,Rejected,29-08-2023
L401176,C104874,Home,174082.2,12.82,Rejected,01-04-2024
L401177,C100188,Business,847081.81,9.04,Active,10-04-2024
L401178,C101455,Personal,279059.51,8.48,Active,08-02-2024
L401179,C100304,Home,445401.97,14.78,Active,01-09-2023
L401180,C103117,Education,400832.07,10.48,Active,20-02-2026
L401181,C102698,Home,366050.65,11.8,Closed,03-06-2023
L401182,C100094,Education,559204.45,10.81,Active,10-06-2023
L401183,C103675,Home,453894.35,8.84,Active,03-07-2025
L401184,C103953,Home,214395.92,11.52,Active,29-06-2025
L401185,C100985,Personal,562483.44,8.18,Closed,10-11-2023
L401186,C102108,Business,479585.39,14.69,Closed,23-02-2024
L401187,C103857,Personal,392264.91,9.82,Rejected,02-02-2023
L401188,C104412,Education,488123.96,10.67,Closed,30-03-2024
L401189,C102335,Education,464231.99,11.31,Active,28-01-2023
L401190,C103401,Auto,1130182.72,12.23,Active,20-06-2025
L401191,C101300,Personal,1754381.02,13.62,Active,19-02-2023
L401192,C102151,Home,1208641.08,12.76,Active,19-03-2025
L401193,C100953,Auto,234424.17,12.41,Active,23-11-2024
L401194,C100522,Personal,293670.37,7.32,Active,31-07-2025
L401195,C100715,Personal,259598.94,8.21,Closed,28-03-2024
L401196,C102658,Auto,1498873.55,10.43,Rejected,15-03-2023
L401197,C100327,Business,253439.23,7.18,Closed,09-01-2025
L401198,C100591,Personal,165614.64,15.19,Closed,01-01-2026
L401199,C103088,Personal,845385.1,10.46,Closed,10-09-2025
L401200,C101176,Personal,272142.53,7.12,Active,04-01-2026
L401201,C101937,Auto,921418.71,12.84,Closed,26-07-2025
L401202,C100678,Auto,377606.29,12.5,Defaulted,11-01-2026
L401203,C101847,Education,473892.5,15.35,Closed,26-04-2024
L401204,C104752,Home,204973.51,8.45,Closed,23-03-2026
L401205,C100075,Personal,982673.34,8.34,Closed,20-09-2023
L401206,C100701,Home,440870.18,10.57,Rejected,13-06-2025
L401207,C100880,Business,390043.63,14.73,Active,18-04-2026
L401208,C103883,Business,405630.79,11.63,Closed,02-11-2024
L401209,C103179,Auto,537930.45,10.7,Rejected,17-07-2024
L401210,C102109,Business,469954.75,8.13,Rejected,29-05-2025
L401211,C101604,Business,388211.13,11.02,Active,25-10-2024
L401212,C102954,Personal,598091.41,12.65,Active,28-01-2023
L401213,C103180,Personal,644544.38,14.69,Active,08-11-2025
L401214,C102319,Home,987974.48,10.53,Defaulted,29-09-2025
L401215,C101679,Auto,317331.41,9.69,Active,18-12-2024
L401216,C104544,Personal,165496.73,8.58,Active,12-12-2025
L401217,C103912,Personal,500559.28,12.49,Closed,04-01-2025
L401218,C103249,Home,452137.32,10.34,Active,18-11-2023
L401219,C102328,Personal,260349.61,14.9,Closed,23-05-2023
L401220,C103504,Personal,275620.57,10.6,Closed,06-08-2023
L401221,C104588,Home,1610367.61,14.1,Active,21-10-2023
L401222,C103611,Auto,684468.16,10.35,Closed,29-06-2024
L401223,C103745,Business,5000000,8.15,Closed,19-10-2025
L401224,C100527,Personal,469016.46,14.73,Rejected,25-05-2026
L401225,C103756,Personal,706939.16,8.26,Closed,28-10-2023
L401226,C104627,Business,379251.6,10.22,Closed,04-05-2026
L401227,C102178,Auto,407706.33,9.49,Rejected,01-09-2024
L401228,C103037,Personal,653648.79,13.73,Active,12-03-2026
L401229,C102694,Business,287427.04,8,Closed,01-12-2024
L401230,C104291,Auto,326587.04,11.37,Closed,13-07-2024
L401231,C102830,Business,150978.81,14.68,Active,17-10-2025
L401232,C102546,Auto,724105.52,10.52,Rejected,05-02-2026
L401233,C104552,Auto,434513.99,15.12,Active,12-08-2025
L401234,C101460,Auto,2638054.63,13.91,Active,29-07-2024
L401235,C102736,Home,175360.53,7.79,Closed,17-03-2025
L401236,C104034,Education,382014.53,10.45,Rejected,06-10-2023
L401237,C100683,Education,1762223.24,8.8,Active,08-11-2025
L401238,C102698,Business,424236.25,13.93,Closed,15-11-2023
L401239,C102654,Auto,485981,14.68,Closed,29-07-2024
L401240,C102098,Auto,1195307.6,9.55,Active,29-03-2025
L401241,C101316,Home,246022.84,9.76,Active,13-06-2023
L401242,C102780,Home,497373.1,7.32,Active,31-01-2024
L401243,C103400,Personal,215675.73,9.02,Active,23-04-2024
L401244,C104018,Education,145706.29,8.89,Closed,18-06-2024
L401245,C100956,Personal,512156.3,8.17,Active,06-06-2023
L401246,C100733,Business,641098.46,9.49,Rejected,01-07-2023
L401247,C103712,Auto,278730.15,13.71,Active,23-04-2026
L401248,C103578,Business,465387.45,10.43,Active,20-03-2023
L401249,C103180,Personal,629250.49,10.75,Active,10-08-2023
L401250,C103301,Personal,166657.36,9,Active,19-04-2023
L401251,C104082,Personal,861070.69,14.57,Closed,17-04-2023
L401252,C100141,Home,712498.01,9.77,Rejected,23-03-2025
L401253,C104350,Personal,521938.89,8.74,Rejected,06-11-2024
L401254,C104110,Education,1535752.01,7.94,Active,12-04-2025
L401255,C101723,Auto,2391442.55,13.63,Closed,26-03-2023
L401256,C101841,Personal,218692.66,8.21,Closed,26-03-2024
L401257,C102630,Auto,844855.54,9.48,Closed,05-08-2025
L401258,C101467,Personal,1634297.1,13.89,Closed,19-02-2023
L401259,C102089,Personal,2712628.21,8.93,Active,26-01-2025
L401260,C103613,Auto,356214.06,8.03,Closed,09-10-2023
L401261,C100474,Business,263590.79,12.15,Closed,24-10-2024
L401262,C102321,Home,1757769.46,11.03,Closed,23-10-2023
L401263,C102847,Auto,160169.81,12.82,Rejected,10-04-2025
L401264,C100527,Personal,672050.79,13.09,Closed,09-09-2023
L401265,C102613,Personal,476962.49,12.43,Active,30-03-2024
L401266,C102382,Auto,1445709.3,8.08,Closed,16-04-2026
L401267,C100530,Home,229422.17,11.54,Active,27-02-2023
L401268,C102982,Home,331849.04,9.88,Active,08-08-2025
L401269,C103810,Auto,356660.65,13,Active,15-12-2025
L401270,C101909,Home,381101.83,13.76,Closed,05-01-2023
L401271,C104632,Auto,836269.11,8.38,Active,04-08-2023
L401272,C104905,Personal,1704368.87,10.46,Active,28-10-2023
L401273,C104476,Auto,335248.89,8.73,Active,12-05-2026
L401274,C104183,Personal,468774.59,13.86,Active,11-10-2025
L401275,C103343,Education,478975.76,8.03,Closed,21-04-2025
L401276,C102755,Auto,628719.68,14.11,Rejected,23-05-2025
L401277,C104233,Auto,807483.38,8.4,Closed,13-04-2023
L401278,C102297,Business,277692.85,11.01,Active,02-06-2025
L401279,C104188,Personal,1420598.62,14.43,Closed,23-10-2023
L401280,C103969,Auto,149162.07,14.64,Active,23-07-2024
L401281,C102349,Education,546014.48,7.62,Closed,04-12-2024
L401282,C101307,Personal,756812.99,8.85,Rejected,03-03-2025
L401283,C103421,Auto,162230.35,10.21,Closed,27-06-2026
L401284,C104451,Education,324248.18,12.67,Rejected,17-12-2025
L401285,C100852,Auto,361458.04,7.48,Defaulted,25-12-2024
L401286,C101706,Home,1760445.48,10.37,Active,22-07-2023
L401287,C103362,Personal,2151727.78,11.16,Active,01-11-2023
L401288,C102706,Personal,796914.14,10.44,Rejected,11-05-2026
L401289,C104172,Personal,321314.2,9.57,Closed,29-04-2023
L401290,C101021,Home,374981.34,11.73,Rejected,23-11-2024
L401291,C103839,Auto,588045.54,15.08,Rejected,01-11-2024
L401292,C103265,Home,1157554.58,11.23,Active,15-08-2025
L401293,C101478,Home,393591.09,12.01,Rejected,10-03-2025
L401294,C103110,Home,279970.64,12.93,Active,25-06-2023
L401295,C101070,Personal,358542.63,12.92,Closed,27-10-2024
L401296,C100318,Education,441866.06,12.35,Closed,08-06-2023
L401297,C102427,Home,503438.59,8.89,Active,03-06-2026
L401298,C103134,Personal,608518.71,10.41,Active,05-07-2025
L401299,C101706,Business,322825.71,10.56,Active,06-05-2023
L401300,C102815,Education,148568.39,7.16,Active,19-12-2024
L401301,C104724,Personal,181775,10.2,Active,22-08-2023
L401302,C103178,Home,529346.27,13.53,Rejected,31-03-2025
L401303,C102164,Auto,281107.29,13.06,Active,19-05-2024
L401304,C103031,Home,243333.33,10.69,Active,25-01-2026
L401305,C103070,Personal,267271.5,13.13,Defaulted,28-03-2026
L401306,C104075,Personal,511074.25,7.66,Closed,17-06-2023
L401307,C104115,Auto,2038804.16,10.48,Active,28-01-2025
L401308,C101784,Auto,292619.35,13.19,Closed,07-11-2025
L401309,C100289,Education,840020.88,10.52,Active,07-02-2024
L401310,C102529,Education,1860737.19,9.05,Active,05-02-2024
L401311,C104494,Personal,952593.02,13.46,Active,24-11-2023
L401312,C103581,Education,1710513.76,8.06,Closed,20-03-2026
L401313,C102222,Auto,615395.25,8.04,Closed,16-03-2025
L401314,C102250,Education,483568.22,8.78,Closed,10-03-2025
L401315,C100890,Home,669525.9,15.47,Active,26-04-2024
L401316,C101917,Auto,94525.69,7.25,Rejected,14-06-2026
L401317,C103937,Business,684625.63,8.32,Active,19-08-2023
L401318,C100580,Personal,486209.39,9.06,Defaulted,23-05-2023
L401319,C104537,Home,1091392.18,9.65,Closed,01-09-2024
L401320,C104124,Business,195786.4,9.13,Active,22-05-2025
L401321,C101566,Auto,352707.24,12.08,Closed,27-01-2023
L401322,C100487,Education,454844.61,8.66,Closed,17-09-2023
L401323,C101805,Auto,401060.27,7.25,Defaulted,14-09-2024
L401324,C101301,Home,252132.48,8.04,Closed,04-10-2024
L401325,C103446,Auto,181551.98,7.02,Active,13-05-2026
L401326,C104559,Home,442039.55,10.39,Closed,28-04-2024
L401327,C100547,Business,154869.07,9.65,Closed,15-02-2023
L401328,C101787,Home,269419.57,12.6,Active,06-11-2025
L401329,C100473,Home,555534.94,10.6,Active,19-10-2025
L401330,C100014,Home,264170.84,11.79,Active,30-05-2026
L401331,C100041,Business,325336.7,11.74,Active,04-12-2024
L401332,C100743,Auto,186191.08,8.79,Rejected,15-09-2023
