complaint_id,customer_id,complaint_date,category,resolution_days,satisfaction_score
CP502264,C104648,14-01-2025,Fraud/Security,10,5
CP502265,C100507,17-06-2026,App/Internet Banking,14,4
CP502266,C102385,09-03-2025,App/Internet Banking,10,4
CP502267,C104972,02-09-2025,Service,14,3
CP502268,C104132,16-06-2025,Fraud/Security,10,1
CP502269,C101972,06-05-2025,App/Internet Banking,7,3
CP502270,C104418,07-04-2026,Transaction Issue,2,3
CP502271,C104960,21-05-2025,Transaction Issue,1,5
CP502272,C103841,16-06-2025,Loan Issue,14,3
CP502273,C102773,22-04-2025,App/Internet Banking,2,2
CP502274,C102190,13-06-2026,App/Internet Banking,2,4
CP502275,C101734,14-04-2026,Loan Issue,7,4
CP502276,C104401,23-11-2025,Transaction Issue,7,1
CP502277,C101988,14-04-2026,App/Internet Banking,11,3
CP502278,C103424,16-05-2025,App/Internet Banking,4,5
CP502279,C104039,27-01-2025,Service,12,4
CP502280,C102358,05-11-2025,Transaction Issue,12,3
CP502281,C104769,24-07-2025,Service,12,5
CP502282,C104935,28-04-2026,Transaction Issue,15,5
CP502283,C101336,27-11-2025,App/Internet Banking,14,4
CP502284,C104085,14-07-2025,Fraud/Security,12,2
CP502285,C102232,05-07-2025,Card Issue,2,4
CP502286,C100395,30-04-2026,Loan Issue,2,5
CP502287,C103041,19-06-2026,Transaction Issue,10,3
CP502288,C101108,03-01-2026,Service,11,5
CP502289,C101439,21-05-2025,Loan Issue,8,4
CP502290,C101482,13-03-2025,Loan Issue,7,3
CP502291,C103236,15-02-2026,Card Issue,13,2
CP502292,C102825,05-03-2026,Service,14,3
CP502293,C101021,18-03-2026,App/Internet Banking,4,5
CP502294,C102649,07-01-2025,Transaction Issue,7,3
CP502295,C100724,10-10-2025,Transaction Issue,15,4
CP502296,C101605,17-02-2025,Card Issue,14,2
CP502297,C103138,14-02-2025,App/Internet Banking,15,5
CP502298,C100047,16-10-2025,Service,1,2
CP502299,C101094,29-01-2026,Transaction Issue,7,1
CP502300,C101659,12-09-2025,Loan Issue,6,5
CP502301,C100923,02-02-2026,Service,14,4
CP502302,C102247,04-11-2025,Loan Issue,11,4
CP502303,C104697,19-03-2025,Service,15,2
CP502304,C104314,30-07-2025,Service,11,5
CP502305,C103325,09-03-2025,Loan Issue,2,3
CP502306,C102231,10-01-2025,Card Issue,3,5
CP502307,C101951,08-05-2025,Service,7,4
CP502308,C102520,24-05-2025,Transaction Issue,9,3
CP502309,C100385,20-03-2025,Loan Issue,11,4
CP502310,C100297,23-09-2025,Fraud/Security,2,5
CP502311,C102216,08-05-2025,Fraud/Security,9,5
CP502312,C100921,12-05-2025,App/Internet Banking,11,4
CP502313,C104490,13-03-2026,App/Internet Banking,9,5
CP502314,C103712,25-11-2025,Card Issue,14,4
CP502315,C104173,23-01-2025,Fraud/Security,13,4
CP502316,C102298,17-08-2025,App/Internet Banking,1,4
CP502317,C101361,03-08-2025,App/Internet Banking,3,1
CP502318,C102741,18-05-2025,Card Issue,1,4
CP502319,C100725,08-01-2025,Card Issue,14,3
CP502320,C102981,08-12-2025,Service,3,4
CP502321,C101277,02-02-2026,Loan Issue,11,5
CP502322,C101237,22-05-2026,Card Issue,12,5
CP502323,C103849,20-05-2026,Loan Issue,12,5
CP502324,C104288,04-12-2025,Service,12,3
CP502325,C101822,24-04-2025,App/Internet Banking,14,2
CP502326,C101730,27-05-2026,App/Internet Banking,6,2
CP502327,C102907,14-06-2026,Fraud/Security,13,4
CP502328,C101008,25-01-2026,Transaction Issue,1,4
CP502329,C100701,02-07-2025,Card Issue,9,5
CP502330,C102228,23-03-2026,Service,2,1
CP502331,C103962,14-03-2026,Card Issue,4,3
CP502332,C103997,29-06-2025,Loan Issue,1,5
CP502333,C102078,07-02-2025,Card Issue,3,2
CP502334,C101799,09-12-2025,App/Internet Banking,15,1
CP502335,C104967,31-05-2026,Card Issue,12,4
CP502336,C101190,03-09-2025,Card Issue,4,5
CP502337,C103425,20-05-2026,Transaction Issue,1,4
CP502338,C101703,21-10-2025,Loan Issue,7,4
CP502339,C101746,02-01-2025,Transaction Issue,13,5
CP502340,C103981,13-01-2026,Loan Issue,4,5
CP502341,C102210,24-01-2025,App/Internet Banking,13,4
CP502342,C101504,26-10-2025,Transaction Issue,2,1
CP502343,C102784,17-08-2025,App/Internet Banking,4,4
CP502344,C101150,03-02-2026,Card Issue,1,2
CP502345,C104102,16-04-2025,Transaction Issue,3,5
CP502346,C104698,14-07-2025,Transaction Issue,4,5
CP502347,C104389,11-04-2025,App/Internet Banking,15,4
CP502348,C101436,17-09-2025,Card Issue,9,3
CP502349,C100594,21-11-2025,Service,3,3
CP502350,C104502,26-01-2025,Transaction Issue,3,4
CP502351,C101323,01-05-2026,Transaction Issue,14,4
CP502352,C104545,04-03-2026,App/Internet Banking,8,3
CP502353,C100827,19-01-2026,Transaction Issue,11,4
CP502354,C103044,07-12-2025,Loan Issue,14,2
CP502355,C102035,29-01-2025,App/Internet Banking,7,5
CP502356,C104483,23-04-2025,Loan Issue,14,5
CP502357,C100581,03-07-2025,Fraud/Security,5,3
CP502358,C101290,24-12-2025,Transaction Issue,13,3
CP502359,C102787,28-12-2025,Transaction Issue,2,5
CP502360,C102012,16-06-2026,Transaction Issue,6,5
CP502361,C104006,18-10-2025,Transaction Issue,14,4
CP502362,C102431,21-10-2025,App/Internet Banking,14,4
CP502363,C101550,25-04-2025,Loan Issue,8,4
CP502364,C101777,18-07-2025,App/Internet Banking,4,1
CP502365,C104730,19-02-2026,App/Internet Banking,1,4
CP502366,C102199,01-12-2025,Loan Issue,6,2
CP502367,C104047,03-05-2026,Transaction Issue,7,4
CP502368,C101278,01-09-2025,Transaction Issue,2,4
CP502369,C102769,08-04-2026,App/Internet Banking,14,5
CP502370,C103781,04-03-2026,Loan Issue,9,4
CP502371,C102943,12-03-2025,Card Issue,4,5
CP502372,C103021,14-12-2025,Card Issue,9,5
CP502373,C103583,11-08-2025,App/Internet Banking,5,3
CP502374,C100117,14-03-2026,Service,6,5
CP502375,C103122,28-03-2026,Fraud/Security,6,5
CP502376,C100458,13-11-2025,App/Internet Banking,8,5
CP502377,C103647,30-03-2026,App/Internet Banking,15,3
CP502378,C101395,02-12-2025,Transaction Issue,8,4
CP502379,C103284,19-05-2025,Transaction Issue,13,5
CP502380,C104931,30-05-2025,Fraud/Security,10,3
CP502381,C101473,09-03-2025,Loan Issue,12,3
CP502382,C104097,02-10-2025,Loan Issue,1,3
CP502383,C101330,30-01-2025,Service,10,2
CP502384,C101686,24-01-2025,Loan Issue,15,4
CP502385,C104858,14-01-2026,App/Internet Banking,4,2
CP502386,C103070,23-10-2025,Loan Issue,15,3
CP502387,C100315,25-04-2026,Service,7,5
CP502388,C103980,28-10-2025,Loan Issue,5,5
CP502389,C101203,17-04-2025,App/Internet Banking,11,4
CP502390,C104214,23-11-2025,Loan Issue,9,4
CP502391,C100038,23-02-2025,Service,3,5
CP502392,C103751,01-07-2025,Fraud/Security,7,4
CP502393,C102390,06-04-2025,Transaction Issue,3,5
CP502394,C101560,11-02-2025,Service,13,3
CP502395,C102153,05-01-2026,Service,12,2
CP502396,C104445,02-06-2025,Loan Issue,10,1
CP502397,C102825,15-09-2025,Loan Issue,6,4
CP502398,C101558,29-06-2025,Fraud/Security,8,4
CP502399,C100979,20-01-2026,Transaction Issue,9,3
CP502400,C103773,12-01-2025,Service,10,5
CP502401,C104441,08-04-2025,Card Issue,2,4
CP502402,C101280,14-01-2026,Fraud/Security,9,4
CP502403,C103242,04-06-2025,Card Issue,2,5
CP502404,C100303,14-01-2025,Card Issue,2,5
CP502405,C104363,30-08-2025,Transaction Issue,8,5
CP502406,C102845,02-04-2025,App/Internet Banking,12,3
CP502407,C103433,03-08-2025,App/Internet Banking,15,2
CP502408,C101343,30-12-2025,Transaction Issue,15,1
CP502409,C101421,01-02-2025,App/Internet Banking,1,4
CP502410,C102266,12-07-2025,Transaction Issue,11,3
CP502411,C103762,31-01-2025,Loan Issue,3,4
CP502412,C102049,20-11-2025,Transaction Issue,14,3
CP502413,C103401,16-12-2025,Service,1,5
CP502414,C100198,30-04-2026,Service,9,4
CP502415,C100742,17-05-2025,Transaction Issue,5,3
CP502416,C103362,16-05-2026,Service,3,4
CP502417,C101345,04-01-2026,App/Internet Banking,2,2
CP502418,C101627,27-04-2026,Card Issue,5,3
CP502419,C102142,17-06-2026,Fraud/Security,4,4
CP502420,C101597,07-05-2025,Card Issue,3,4
CP502421,C104402,11-04-2026,Fraud/Security,14,3
CP502422,C100553,07-01-2026,Service,12,4
CP502423,C104088,07-06-2025,Service,14,5
CP502424,C102787,06-06-2025,Transaction Issue,5,4
CP502425,C104274,05-01-2025,Service,5,4
CP502426,C103375,20-05-2025,Transaction Issue,4,2
CP502427,C101846,11-06-2025,Loan Issue,13,4
CP502428,C102510,25-01-2025,App/Internet Banking,10,5
CP502429,C103771,07-12-2025,App/Internet Banking,5,4
CP502430,C101832,24-04-2025,Service,4,4
CP502431,C102044,05-04-2026,Transaction Issue,11,4
CP502432,C101741,02-09-2025,Loan Issue,14,3
CP502433,C101100,16-03-2026,Service,4,4
CP502434,C103322,06-02-2025,App/Internet Banking,15,3
CP502435,C104854,24-06-2025,Transaction Issue,2,3
CP502436,C104819,15-09-2025,App/Internet Banking,13,3
CP502437,C100887,21-08-2025,Fraud/Security,9,3
CP502438,C103604,11-05-2025,Service,6,4
CP502439,C100185,12-06-2025,Service,12,4
CP502440,C101099,08-04-2025,Service,5,4
CP502441,C101462,16-12-2025,Card Issue,1,4
CP502442,C100305,11-06-2025,Transaction Issue,10,1
CP502443,C100404,12-01-2025,Transaction Issue,3,4
CP502444,C104598,08-10-2025,Card Issue,7,2
CP502445,C104290,23-12-2025,Service,12,1
CP502446,C103649,31-03-2025,Loan Issue,3,5
CP502447,C101605,15-07-2025,Loan Issue,8,5
CP502448,C104065,17-03-2025,App/Internet Banking,5,5
CP502449,C100459,25-06-2025,Transaction Issue,6,2
CP502450,C100280,19-03-2025,Service,13,5
CP502451,C104143,27-08-2025,Transaction Issue,3,4
CP502452,C100453,22-03-2026,Transaction Issue,13,5
CP502453,C104798,28-05-2025,Transaction Issue,10,4
CP502454,C100010,08-06-2025,Service,9,3
CP502455,C103409,19-04-2025,Transaction Issue,11,4
CP502456,C104411,01-07-2025,App/Internet Banking,14,5
CP502457,C102265,02-02-2025,App/Internet Banking,11,5
CP502458,C103975,05-09-2025,App/Internet Banking,1,1
CP502459,C102063,26-12-2025,Transaction Issue,1,4
CP502460,C100764,03-12-2025,App/Internet Banking,10,2
CP502461,C103083,19-05-2026,Service,14,3
CP502462,C100045,21-03-2026,Loan Issue,11,5
CP502463,C104839,28-05-2026,App/Internet Banking,4,2
CP502464,C100750,09-12-2025,Loan Issue,14,4
CP502465,C100810,18-11-2025,Service,6,4
CP502466,C100700,26-05-2026,Card Issue,7,5
CP502467,C100937,13-01-2025,App/Internet Banking,7,4
CP502468,C103871,03-08-2025,Service,8,2
CP502469,C103468,21-02-2026,App/Internet Banking,5,4
CP502470,C104157,04-02-2025,Service,11,1
CP502471,C100413,11-03-2026,App/Internet Banking,7,1
CP502472,C104086,04-05-2025,Fraud/Security,8,4
CP502473,C102718,17-04-2026,Loan Issue,12,5
CP502474,C103384,01-02-2026,App/Internet Banking,1,5
CP502475,C100022,01-01-2025,Transaction Issue,7,3
CP502476,C103046,24-02-2025,App/Internet Banking,9,4
CP502477,C104726,02-09-2025,App/Internet Banking,9,4
CP502478,C104203,01-05-2025,Card Issue,13,5
CP502479,C101153,05-04-2025,Fraud/Security,2,5
CP502480,C102379,25-06-2026,Loan Issue,2,1
CP502481,C102628,08-02-2025,Transaction Issue,1,3
CP502482,C101808,05-03-2026,Service,6,4
CP502483,C100452,04-02-2026,Fraud/Security,3,4
CP502484,C103642,05-02-2026,App/Internet Banking,9,3
CP502485,C100623,14-01-2025,Fraud/Security,15,5
CP502486,C100917,17-02-2026,App/Internet Banking,3,4
CP502487,C103198,05-06-2026,Transaction Issue,10,4
CP502488,C103082,04-04-2026,Service,3,4
CP502489,C100717,09-11-2025,Transaction Issue,12,4
CP502490,C100941,11-02-2026,Transaction Issue,3,4
CP502491,C100481,15-10-2025,Card Issue,14,5
CP502492,C101880,05-02-2025,Loan Issue,10,5
CP502493,C103604,26-04-2025,Service,3,3
CP502494,C101284,20-01-2025,Service,14,1
CP502495,C102096,29-06-2026,Card Issue,1,2
CP502496,C104382,23-04-2025,Service,13,1
CP502497,C104785,20-12-2025,App/Internet Banking,5,4
CP502498,C103065,19-03-2025,Loan Issue,8,5
CP502499,C102279,31-10-2025,Loan Issue,5,3
CP502500,C100584,29-03-2025,Service,8,3
CP502501,C101473,08-07-2025,App/Internet Banking,13,4
CP502502,C103078,26-07-2025,Transaction Issue,8,4
CP502503,C103396,16-01-2025,Card Issue,12,2
CP502504,C102238,06-05-2025,Card Issue,10,4
CP502505,C102081,30-04-2026,Card Issue,3,1
CP502506,C101783,22-08-2025,Service,8,3
CP502507,C101189,27-01-2025,Service,2,3
CP502508,C103394,27-05-2026,Loan Issue,10,3
CP502509,C100877,12-03-2026,Fraud/Security,7,5
CP502510,C100677,25-02-2025,Card Issue,15,3
CP502511,C101468,16-05-2026,Loan Issue,4,3
CP502512,C100734,15-03-2026,App/Internet Banking,9,1
CP502513,C103304,01-12-2025,Transaction Issue,5,4
CP502514,C103838,03-04-2025,Service,7,5
CP502515,C103301,10-07-2025,Loan Issue,7,5
CP502516,C104701,21-05-2026,Service,14,5
CP502517,C101705,02-01-2025,Transaction Issue,5,5
CP502518,C102059,04-06-2026,App/Internet Banking,7,5
CP502519,C103892,17-08-2025,Fraud/Security,7,1
CP502520,C100303,25-02-2025,Card Issue,6,4
CP502521,C104798,24-01-2026,Fraud/Security,3,5
CP502522,C103115,09-08-2025,Loan Issue,9,3
CP502523,C103243,27-09-2025,App/Internet Banking,2,4
CP502524,C104547,19-04-2026,Card Issue,3,3
CP502525,C104058,12-01-2025,Transaction Issue,2,5
CP502526,C100532,02-11-2025,Service,10,1
CP502527,C102130,07-01-2025,App/Internet Banking,5,5
CP502528,C102627,13-10-2025,Transaction Issue,1,3
CP502529,C100409,01-09-2025,Loan Issue,13,4
CP502530,C101078,14-06-2026,App/Internet Banking,7,2
CP502531,C104719,02-01-2026,Transaction Issue,12,3
CP502532,C101076,15-11-2025,Fraud/Security,13,5
CP502533,C104513,15-01-2025,Fraud/Security,2,4
CP502534,C101621,17-11-2025,Service,2,2
CP502535,C100655,21-10-2025,Transaction Issue,12,5
CP502536,C103873,09-05-2025,App/Internet Banking,5,5
CP502537,C101991,16-06-2025,Card Issue,11,3
CP502538,C100332,12-06-2026,Fraud/Security,6,1
CP502539,C101309,17-08-2025,Card Issue,15,3
CP502540,C103268,15-11-2025,App/Internet Banking,5,2
CP502541,C100363,15-06-2025,Service,15,4
CP502542,C101151,15-08-2025,Service,7,4
CP502543,C104809,22-04-2026,App/Internet Banking,6,4
CP502544,C101172,23-10-2025,Card Issue,4,5
CP502545,C103016,26-03-2026,Service,6,4
CP502546,C102672,09-01-2025,Service,3,3
CP502547,C101045,05-02-2026,Transaction Issue,13,4
CP502548,C101190,21-12-2025,Fraud/Security,8,4
CP502549,C101582,16-02-2025,App/Internet Banking,12,4
CP502550,C103910,27-01-2025,Service,11,5
CP502551,C103468,08-03-2025,Transaction Issue,12,5
CP502552,C102207,25-03-2025,App/Internet Banking,9,2
CP502553,C100301,23-01-2026,Card Issue,2,3
CP502554,C100925,17-02-2026,Fraud/Security,10,3
CP502555,C101802,20-04-2025,Service,5,4
CP502556,C101590,22-09-2025,Fraud/Security,3,4
CP502557,C101189,16-04-2026,Transaction Issue,5,5
CP502558,C100020,04-06-2025,Card Issue,11,4
CP502559,C101714,26-05-2025,Card Issue,15,4
CP502560,C101247,01-03-2026,Transaction Issue,11,3
CP502561,C102038,24-07-2025,Loan Issue,2,5
CP502562,C101790,28-06-2026,Service,7,5
CP502563,C103307,25-07-2025,Transaction Issue,11,4
CP502564,C104782,26-10-2025,Transaction Issue,12,3
CP502565,C101402,27-02-2026,App/Internet Banking,10,3
CP502566,C103031,18-01-2025,Loan Issue,2,3
CP502567,C100700,29-03-2025,App/Internet Banking,11,4
CP502568,C102138,22-08-2025,Card Issue,12,3
CP502569,C100693,09-04-2025,Card Issue,4,5
CP502570,C102045,12-11-2025,Loan Issue,1,5
CP502571,C103695,21-12-2025,App/Internet Banking,15,4
CP502572,C103131,11-04-2026,App/Internet Banking,15,2
CP502573,C103554,20-02-2025,Loan Issue,8,3
CP502574,C100036,15-04-2026,Transaction Issue,2,4
CP502575,C101681,05-10-2025,Card Issue,3,5
CP502576,C102409,20-05-2025,Service,13,4
CP502577,C100531,18-06-2026,Card Issue,12,3
CP502578,C101850,14-08-2025,Service,13,4
CP502579,C103032,19-07-2025,App/Internet Banking,14,4
CP502580,C100884,28-03-2025,Card Issue,6,4
CP502581,C104804,30-12-2025,App/Internet Banking,9,5
CP502582,C101649,13-03-2026,Card Issue,13,3
CP502583,C103641,04-01-2025,Fraud/Security,9,5
CP502584,C102904,21-10-2025,App/Internet Banking,12,5
CP502585,C100520,13-08-2025,Card Issue,9,3
CP502586,C101386,06-01-2026,App/Internet Banking,4,5
CP502587,C104988,19-04-2025,Service,7,2
CP502588,C101483,18-06-2025,Card Issue,13,5
CP502589,C102317,20-04-2026,Service,4,3
CP502590,C103776,20-01-2025,Service,7,5
CP502591,C100870,13-05-2025,Service,7,4
CP502592,C104820,26-06-2026,Service,2,4
CP502593,C104636,21-04-2025,App/Internet Banking,15,5
CP502594,C100013,10-05-2025,App/Internet Banking,11,2
CP502595,C100309,09-09-2025,Card Issue,15,5
CP502596,C101787,03-11-2025,Service,11,5
CP502597,C104137,27-09-2025,Loan Issue,6,3
CP502598,C103284,18-01-2026,Transaction Issue,8,5
CP502599,C103009,17-12-2025,App/Internet Banking,10,5
CP502600,C102179,17-03-2025,Transaction Issue,2,2
CP502601,C104766,08-01-2025,Transaction Issue,6,3
CP502602,C102089,26-04-2025,App/Internet Banking,1,3
CP502603,C102773,20-01-2026,App/Internet Banking,9,4
CP502604,C102931,28-10-2025,Service,14,3
CP502605,C100001,30-08-2025,Transaction Issue,8,5
CP502606,C100263,27-09-2025,Service,10,4
CP502607,C100735,13-01-2025,Service,10,5
CP502608,C100057,16-07-2025,Service,5,5
CP502609,C104967,24-09-2025,Loan Issue,1,1
CP502610,C103143,17-01-2026,Service,10,2
CP502611,C100168,21-02-2026,Transaction Issue,4,5
CP502612,C102433,05-03-2026,Service,4,5
CP502613,C104026,23-11-2025,App/Internet Banking,8,1
CP502614,C101446,10-05-2025,Card Issue,2,5
CP502615,C100274,14-05-2026,Loan Issue,3,5
CP502616,C104914,19-01-2026,Transaction Issue,2,5
CP502617,C103565,15-02-2026,Service,9,4
CP502618,C100414,21-02-2026,Service,1,1
CP502619,C103384,03-10-2025,Transaction Issue,8,3
CP502620,C100303,08-06-2026,Transaction Issue,1,4
CP502621,C102863,23-04-2026,Service,3,4
CP502622,C103038,03-12-2025,Service,2,4
CP502623,C103046,19-08-2025,Fraud/Security,12,4
CP502624,C101166,14-12-2025,Loan Issue,11,4
CP502625,C104730,06-03-2026,App/Internet Banking,13,3
CP502626,C102154,28-02-2026,Transaction Issue,11,2
CP502627,C102129,08-04-2025,Transaction Issue,4,3
CP502628,C103813,01-03-2026,App/Internet Banking,11,3
CP502629,C102263,08-12-2025,Transaction Issue,12,4
CP502630,C103747,28-02-2025,App/Internet Banking,8,5
CP502631,C104632,23-08-2025,App/Internet Banking,11,5
CP502632,C103064,21-04-2025,Service,12,4
CP502633,C104995,06-10-2025,App/Internet Banking,11,4
CP502634,C100093,04-06-2025,Transaction Issue,4,4
CP502635,C104576,05-02-2025,App/Internet Banking,11,5
CP502636,C101856,12-03-2025,Loan Issue,4,5
CP502637,C104662,26-11-2025,Loan Issue,5,3
CP502638,C101087,10-03-2025,Transaction Issue,8,3
CP502639,C100765,05-04-2025,App/Internet Banking,5,3
CP502640,C100367,06-02-2026,Loan Issue,15,2
CP502641,C101279,13-10-2025,Transaction Issue,15,3
CP502642,C100922,15-03-2026,Transaction Issue,3,3
CP502643,C100772,11-01-2025,Fraud/Security,2,5
CP502644,C100045,23-06-2026,Loan Issue,4,5
CP502645,C100881,24-03-2025,Service,11,4
CP502646,C104136,07-05-2026,App/Internet Banking,8,4
CP502647,C100167,26-02-2026,Transaction Issue,7,5
CP502648,C103575,31-05-2025,Service,5,4
CP502649,C101448,31-12-2025,App/Internet Banking,3,4
CP502650,C104883,17-07-2025,Card Issue,13,4
CP502651,C103443,05-01-2025,Card Issue,8,3
CP502652,C104103,10-07-2025,App/Internet Banking,7,3
CP502653,C100984,30-04-2026,Transaction Issue,2,4
CP502654,C103673,29-04-2025,Service,5,2
CP502655,C102720,31-12-2025,App/Internet Banking,3,5
CP502656,C102246,03-01-2026,Transaction Issue,3,2
CP502657,C104475,31-03-2025,App/Internet Banking,9,4
CP502658,C100090,14-06-2025,App/Internet Banking,4,3
CP502659,C101529,20-05-2026,App/Internet Banking,2,4
CP502660,C103877,22-02-2026,Transaction Issue,11,4
CP502661,C100987,24-12-2025,Transaction Issue,5,3
CP502662,C100364,08-04-2026,Card Issue,5,4
CP502663,C102131,02-03-2025,Transaction Issue,5,2
CP502664,C100449,24-05-2026,Card Issue,15,4
CP502665,C101708,23-04-2025,Card Issue,11,3
CP502666,C100807,18-11-2025,Service,4,5
CP502667,C102866,26-06-2026,Transaction Issue,3,4
CP502668,C102902,06-07-2025,Card Issue,6,5
CP502669,C104893,03-03-2026,App/Internet Banking,12,5
CP502670,C104886,24-12-2025,App/Internet Banking,11,1
CP502671,C104287,22-03-2025,Service,13,4
CP502672,C102666,14-03-2026,Transaction Issue,15,4
CP502673,C103212,19-04-2025,App/Internet Banking,14,5
CP502674,C103961,24-04-2025,Service,4,4
CP502675,C104503,21-01-2025,Loan Issue,3,2
CP502676,C102118,12-05-2025,Loan Issue,7,2
CP502677,C102417,21-06-2025,Card Issue,2,3
CP502678,C101743,21-01-2025,Service,8,1
CP502679,C104351,09-03-2026,Card Issue,5,3
CP502680,C102568,08-09-2025,App/Internet Banking,11,5
CP502681,C102173,14-05-2026,Service,4,3
CP502682,C104741,18-04-2026,Fraud/Security,7,5
CP502683,C102988,21-02-2026,Service,10,2
CP502684,C102829,04-12-2025,Card Issue,3,3
CP502685,C104891,22-08-2025,Transaction Issue,12,3
CP502686,C102154,20-01-2026,Service,7,5
CP502687,C100371,04-07-2025,App/Internet Banking,11,4
CP502688,C100919,09-03-2026,Card Issue,5,4
CP502689,C103139,31-05-2026,Transaction Issue,7,1
CP502690,C100088,29-06-2026,Fraud/Security,2,5
CP502691,C100290,13-06-2025,Loan Issue,5,1
CP502692,C101529,24-04-2026,Loan Issue,4,3
CP502693,C103734,07-12-2025,App/Internet Banking,11,3
CP502694,C101247,29-01-2025,App/Internet Banking,5,3
CP502695,C100426,13-11-2025,App/Internet Banking,8,3
CP502696,C101291,14-10-2025,App/Internet Banking,12,4
CP502697,C104427,04-09-2025,Transaction Issue,13,1
CP502698,C103630,30-05-2025,Transaction Issue,8,2
CP502699,C104802,07-05-2026,Service,2,5
CP502700,C104392,18-06-2026,Card Issue,8,4
CP502701,C100365,29-10-2025,App/Internet Banking,10,5
CP502702,C100279,10-06-2025,Transaction Issue,11,4
CP502703,C104432,17-01-2026,App/Internet Banking,2,4
CP502704,C102087,19-06-2026,Fraud/Security,2,2
CP502705,C103653,14-06-2025,Card Issue,10,4
CP502706,C101888,03-05-2026,Transaction Issue,4,3
CP502707,C104732,15-04-2025,Service,8,5
CP502708,C100558,17-05-2026,Service,12,1
CP502709,C104471,17-06-2026,Card Issue,7,3
CP502710,C102378,16-11-2025,App/Internet Banking,6,4
CP502711,C101293,29-07-2025,Fraud/Security,6,2
CP502712,C103365,18-05-2026,Fraud/Security,4,1
CP502713,C102777,03-01-2026,Service,8,5
CP502714,C102787,24-04-2026,Service,3,4
CP502715,C101688,13-07-2025,Loan Issue,14,5
CP502716,C104907,03-05-2026,Card Issue,6,2
CP502717,C104088,17-07-2025,Card Issue,12,2
CP502718,C101627,06-06-2026,Service,2,4
CP502719,C102274,03-01-2025,App/Internet Banking,12,4
CP502720,C100413,01-03-2025,Fraud/Security,10,5
CP502721,C103810,03-04-2026,Card Issue,3,5
CP502722,C104698,17-09-2025,Transaction Issue,11,3
CP502723,C103312,29-07-2025,Service,10,5
CP502724,C101838,06-01-2025,Loan Issue,9,5
CP502725,C104207,20-12-2025,Fraud/Security,5,3
CP502726,C103714,31-05-2025,App/Internet Banking,2,5
CP502727,C104486,19-12-2025,Card Issue,7,5
CP502728,C103792,22-05-2026,Card Issue,12,3
CP502729,C103354,23-06-2025,App/Internet Banking,9,3
CP502730,C103096,12-08-2025,Service,10,5
CP502731,C104255,29-04-2026,Loan Issue,8,3
CP502732,C103804,14-12-2025,App/Internet Banking,15,2
CP502733,C104604,25-08-2025,Service,3,5
CP502734,C100595,05-05-2026,Card Issue,8,5
CP502735,C101945,18-01-2025,Transaction Issue,15,3
CP502736,C101838,30-03-2025,Loan Issue,1,3
CP502737,C103533,30-05-2025,Service,2,5
CP502738,C101890,07-01-2025,App/Internet Banking,10,4
CP502739,C104864,19-04-2025,App/Internet Banking,9,4
CP502740,C100915,14-12-2025,Card Issue,7,2
CP502741,C100327,06-02-2026,App/Internet Banking,13,3
CP502742,C101441,12-07-2025,App/Internet Banking,9,5
CP502743,C104753,06-04-2025,App/Internet Banking,10,3
CP502744,C103629,23-06-2025,Card Issue,10,2
CP502745,C103625,29-01-2025,Transaction Issue,3,4
CP502746,C104917,13-03-2026,Service,4,2
CP502747,C100363,17-07-2025,App/Internet Banking,5,3
CP502748,C102115,05-06-2026,Card Issue,8,5
CP502749,C104515,25-04-2026,Service,7,5
CP502750,C102964,05-01-2025,Loan Issue,14,3
CP502751,C100350,15-06-2026,Service,9,5
CP502752,C104611,28-04-2026,Loan Issue,2,3
CP502753,C101379,01-05-2026,Card Issue,2,5
CP502754,C100447,07-04-2025,Service,2,4
CP502755,C100533,08-09-2025,App/Internet Banking,9,3
CP502756,C100820,18-03-2025,Transaction Issue,3,4
CP502757,C100932,10-10-2025,Transaction Issue,8,1
CP502758,C102748,09-11-2025,Loan Issue,3,5
CP502759,C101126,22-06-2026,Loan Issue,3,2
CP502760,C100262,04-02-2025,Transaction Issue,10,3
CP502761,C104725,29-12-2025,Transaction Issue,7,4
CP502762,C102590,15-04-2026,App/Internet Banking,2,4
CP502763,C102411,16-02-2026,Transaction Issue,4,4
CP502764,C100409,04-06-2026,App/Internet Banking,11,5
CP502765,C104354,17-10-2025,Service,4,3
CP502766,C100339,04-03-2026,Transaction Issue,2,2
CP502767,C102416,11-10-2025,App/Internet Banking,5,3
CP502768,C102480,14-02-2025,Service,15,4
CP502769,C103061,04-06-2026,Transaction Issue,12,5
CP502770,C102094,03-10-2025,App/Internet Banking,10,3
CP502771,C101640,27-01-2026,Service,7,4
CP502772,C103390,24-04-2025,Transaction Issue,12,4
CP502773,C102309,04-04-2025,App/Internet Banking,10,3
CP502774,C104473,06-12-2025,App/Internet Banking,1,4
CP502775,C103357,20-11-2025,Loan Issue,3,5
CP502776,C102408,27-02-2025,Transaction Issue,3,3
CP502777,C104225,18-11-2025,Transaction Issue,1,2
CP502778,C104472,10-07-2025,Loan Issue,11,5
CP502779,C103068,07-04-2025,Service,9,2
CP502780,C101158,25-02-2025,Transaction Issue,9,2
CP502781,C104819,24-03-2026,Card Issue,11,4
CP502782,C100866,06-04-2026,Transaction Issue,2,5
CP502783,C103168,23-08-2025,App/Internet Banking,1,5
